node_from,node_to,iteration,edge_type,value
V4,V10,iter7,sample,24.925
V5,V10,iter7,sample,28.365
V6,V10,iter7,sample,22.435
V7,V10,iter7,sample,11.625
V8,V10,iter7,sample,12.45
V9,V10,iter7,sample,15.81
V10,V10,iter7,sample,13.885
T,V10,iter7,sample,0
V1,T,iter7,sample,50.7049999999999
V2,T,iter7,sample,48.2799999999999
V3,T,iter7,sample,50.8299999999999
V4,T,iter7,sample,49.6299999999999
V5,T,iter7,sample,50.5450000000001
V6,T,iter7,sample,46.2599999999999
V7,T,iter7,sample,48.8449999999999
V8,T,iter7,sample,52.4349999999997
V9,T,iter7,sample,54.5749999999999
V10,T,iter7,sample,47.8949999999999
T,T,iter7,sample,0
V1,V1,iter8,sample,22.175
V2,V1,iter8,sample,21.71
V3,V1,iter8,sample,40.25
V4,V1,iter8,sample,27.97
V5,V1,iter8,sample,41.14
V6,V1,iter8,sample,52.195
V7,V1,iter8,sample,14.505
V8,V1,iter8,sample,14.22
V9,V1,iter8,sample,16.575
V10,V1,iter8,sample,14.285
T,V1,iter8,sample,0
V1,V2,iter8,sample,24.265
V2,V2,iter8,sample,41.365
V3,V2,iter8,sample,53.375
V4,V2,iter8,sample,44.86
V5,V2,iter8,sample,55.27
V6,V2,iter8,sample,52.545
V7,V2,iter8,sample,12.93
V8,V2,iter8,sample,19.035
V9,V2,iter8,sample,19.16
V10,V2,iter8,sample,20.805
T,V2,iter8,sample,0
V1,V3,iter8,sample,37.065
V2,V3,iter8,sample,58.78
V3,V3,iter8,sample,20.705
V4,V3,iter8,sample,22.06
V5,V3,iter8,sample,38.425
V6,V3,iter8,sample,53.395
V7,V3,iter8,sample,18.14
V8,V3,iter8,sample,14.945
V9,V3,iter8,sample,22.66
V10,V3,iter8,sample,23.195
T,V3,iter8,sample,0
V1,V4,iter8,sample,44.84
V2,V4,iter8,sample,39.79
V3,V4,iter8,sample,27.58
V4,V4,iter8,sample,22.935
V5,V4,iter8,sample,45.3
V6,V4,iter8,sample,38.59
V7,V4,iter8,sample,11.69
V8,V4,iter8,sample,13.625
V9,V4,iter8,sample,18.2
V10,V4,iter8,sample,21.315
T,V4,iter8,sample,0
V1,V5,iter8,sample,44.38
V2,V5,iter8,sample,61.225
V3,V5,iter8,sample,43.14
V4,V5,iter8,sample,35.65
V5,V5,iter8,sample,28.56
V6,V5,iter8,sample,20.71
V7,V5,iter8,sample,14.54
V8,V5,iter8,sample,17.455
V9,V5,iter8,sample,15.365
V10,V5,iter8,sample,16.95
T,V5,iter8,sample,0
V1,V6,iter8,sample,45.945
V2,V6,iter8,sample,50.485
V3,V6,iter8,sample,47.415
V4,V6,iter8,sample,32.965
V5,V6,iter8,sample,19.895
V6,V6,iter8,sample,25.66
V7,V6,iter8,sample,17.765
V8,V6,iter8,sample,15.91
V9,V6,iter8,sample,17.07
V10,V6,iter8,sample,20.54
T,V6,iter8,sample,0
V1,V7,iter8,sample,18.395
V2,V7,iter8,sample,23.985
V3,V7,iter8,sample,23.795
V4,V7,iter8,sample,18.67
V5,V7,iter8,sample,18.795
V6,V7,iter8,sample,21.105
V7,V7,iter8,sample,12.31
V8,V7,iter8,sample,9.585
V9,V7,iter8,sample,11.085
V10,V7,iter8,sample,14.64
T,V7,iter8,sample,0
V1,V8,iter8,sample,21.105
V2,V8,iter8,sample,27.095
V3,V8,iter8,sample,20.675
V4,V8,iter8,sample,21.115
V5,V8,iter8,sample,28.265
V6,V8,iter8,sample,26.2
V7,V8,iter8,sample,10.72
V8,V8,iter8,sample,15.16
V9,V8,iter8,sample,9.9
V10,V8,iter8,sample,16.38
T,V8,iter8,sample,0
V1,V9,iter8,sample,23.105
V2,V9,iter8,sample,22.73
V3,V9,iter8,sample,34.655
V4,V9,iter8,sample,22.01
V5,V9,iter8,sample,23.5
V6,V9,iter8,sample,24.995
V7,V9,iter8,sample,10.04
V8,V9,iter8,sample,10.96
V9,V9,iter8,sample,10.965
V10,V9,iter8,sample,16.75
T,V9,iter8,sample,0
V1,V10,iter8,sample,23.74
V2,V10,iter8,sample,34.405
V3,V10,iter8,sample,26.58
V4,V10,iter8,sample,28.985
V5,V10,iter8,sample,26.855
V6,V10,iter8,sample,26.785
V7,V10,iter8,sample,12.385
V8,V10,iter8,sample,16.76
V9,V10,iter8,sample,18.25
V10,V10,iter8,sample,15.58
T,V10,iter8,sample,0
V1,T,iter8,sample,46.0099999999999
V2,T,iter8,sample,56.0399999999997
V3,T,iter8,sample,51.2
V4,T,iter8,sample,48.6449999999999
V5,T,iter8,sample,52.9699999999998
V6,T,iter8,sample,48.4699999999999
V7,T,iter8,sample,44.3400000000001
V8,T,iter8,sample,50.96
V9,T,iter8,sample,47.48
V10,T,iter8,sample,53.8849999999998
T,T,iter8,sample,0
V1,V1,iter9,sample,26.085
V2,V1,iter9,sample,24.165
V3,V1,iter9,sample,47.695
V4,V1,iter9,sample,38.255
V5,V1,iter9,sample,41.89
V6,V1,iter9,sample,37.475
V7,V1,iter9,sample,18.165
V8,V1,iter9,sample,15.07
V9,V1,iter9,sample,16.33
V10,V1,iter9,sample,16.705
T,V1,iter9,sample,0
V1,V2,iter9,sample,24.69
V2,V2,iter9,sample,34.835
V3,V2,iter9,sample,54.44
V4,V2,iter9,sample,31.015
V5,V2,iter9,sample,49.945
V6,V2,iter9,sample,45.355
V7,V2,iter9,sample,17.665
V8,V2,iter9,sample,19.44
V9,V2,iter9,sample,17.185
V10,V2,iter9,sample,20.86
T,V2,iter9,sample,0
V1,V3,iter9,sample,44.03
V2,V3,iter9,sample,64.25
V3,V3,iter9,sample,43.115
V4,V3,iter9,sample,23.615
V5,V3,iter9,sample,48.295
V6,V3,iter9,sample,47.61
V7,V3,iter9,sample,27.415
V8,V3,iter9,sample,21.17
V9,V3,iter9,sample,20.47
V10,V3,iter9,sample,20.05
T,V3,iter9,sample,0
V1,V4,iter9,sample,36.705
V2,V4,iter9,sample,40.955
V3,V4,iter9,sample,32.43
V4,V4,iter9,sample,25.685
V5,V4,iter9,sample,43.14
V6,V4,iter9,sample,35.675
V7,V4,iter9,sample,21.38
V8,V4,iter9,sample,14.145
V9,V4,iter9,sample,18.985
V10,V4,iter9,sample,16.415
T,V4,iter9,sample,0
V1,V5,iter9,sample,45.06
V2,V5,iter9,sample,43.71
V3,V5,iter9,sample,52.57
V4,V5,iter9,sample,33.12
V5,V5,iter9,sample,35.02
V6,V5,iter9,sample,26.1
V7,V5,iter9,sample,22.645
V8,V5,iter9,sample,18.975
V9,V5,iter9,sample,16.175
V10,V5,iter9,sample,17.365
T,V5,iter9,sample,0
V1,V6,iter9,sample,28.595
V2,V6,iter9,sample,46.21
V3,V6,iter9,sample,49.665
V4,V6,iter9,sample,36.005
V5,V6,iter9,sample,26.11
V6,V6,iter9,sample,28.47
V7,V6,iter9,sample,20.11
V8,V6,iter9,sample,15.145
V9,V6,iter9,sample,17.405
V10,V6,iter9,sample,13.98
T,V6,iter9,sample,0
V1,V7,iter9,sample,27.96
V2,V7,iter9,sample,32.41
V3,V7,iter9,sample,31.075
V4,V7,iter9,sample,29.085
V5,V7,iter9,sample,35.02
V6,V7,iter9,sample,24.455
V7,V7,iter9,sample,21.26
V8,V7,iter9,sample,13.92
V9,V7,iter9,sample,16.855
V10,V7,iter9,sample,13.59
T,V7,iter9,sample,0
V1,V8,iter9,sample,21.865
V2,V8,iter9,sample,25.325
V3,V8,iter9,sample,27.97
V4,V8,iter9,sample,23.515
V5,V8,iter9,sample,24.93
V6,V8,iter9,sample,16.79
V7,V8,iter9,sample,17.36
V8,V8,iter9,sample,11.03
V9,V8,iter9,sample,12.045
V10,V8,iter9,sample,12.355
T,V8,iter9,sample,0
V1,V9,iter9,sample,24.825
V2,V9,iter9,sample,29.035
V3,V9,iter9,sample,25.925
V4,V9,iter9,sample,17.825
V5,V9,iter9,sample,31.145
V6,V9,iter9,sample,24.88
V7,V9,iter9,sample,19.015
V8,V9,iter9,sample,14.375
V9,V9,iter9,sample,15.295
V10,V9,iter9,sample,13.425
T,V9,iter9,sample,0
V1,V10,iter9,sample,19.2
V2,V10,iter9,sample,35.115
V3,V10,iter9,sample,35.54
V4,V10,iter9,sample,17.84
V5,V10,iter9,sample,20.595
V6,V10,iter9,sample,21.595
V7,V10,iter9,sample,14.83
V8,V10,iter9,sample,8.24
V9,V10,iter9,sample,12.995
V10,V10,iter9,sample,12.34
T,V10,iter9,sample,0
V1,T,iter9,sample,48.8199999999999
V2,T,iter9,sample,49.4199999999999
V3,T,iter9,sample,55.5949999999999
V4,T,iter9,sample,48.555
V5,T,iter9,sample,53.6499999999999
V6,T,iter9,sample,45.2899999999998
V7,T,iter9,sample,54.7849999999998
V8,T,iter9,sample,45.6749999999999
V9,T,iter9,sample,53.0049999999998
V10,T,iter9,sample,45.2050000000001
T,T,iter9,sample,0
V1,V1,iter10,sample,37.45
V2,V1,iter10,sample,46.91
V3,V1,iter10,sample,43.13
V4,V1,iter10,sample,35.98
V5,V1,iter10,sample,41.07
V6,V1,iter10,sample,31.645
V7,V1,iter10,sample,13.575
V8,V1,iter10,sample,17.605
V9,V1,iter10,sample,11.395
V10,V1,iter10,sample,21.345
T,V1,iter10,sample,0
V1,V2,iter10,sample,22
V2,V2,iter10,sample,30.49
V3,V2,iter10,sample,48.36
V4,V2,iter10,sample,54.24
V5,V2,iter10,sample,50.2900000000001
V6,V2,iter10,sample,42.825
V7,V2,iter10,sample,20.49
V8,V2,iter10,sample,19.73
V9,V2,iter10,sample,11.29
V10,V2,iter10,sample,26.445
T,V2,iter10,sample,0
V1,V3,iter10,sample,37.01
V2,V3,iter10,sample,63.285
V3,V3,iter10,sample,28.28
V4,V3,iter10,sample,19.315
V5,V3,iter10,sample,40.245
V6,V3,iter10,sample,27.17
V7,V3,iter10,sample,20.655
V8,V3,iter10,sample,20.515
V9,V3,iter10,sample,14.625
V10,V3,iter10,sample,22.37
T,V3,iter10,sample,0
V1,V4,iter10,sample,37.265
V2,V4,iter10,sample,51.875
V3,V4,iter10,sample,21.245
V4,V4,iter10,sample,29.005
V5,V4,iter10,sample,48.395
V6,V4,iter10,sample,27.195
V7,V4,iter10,sample,14.355
V8,V4,iter10,sample,21.24
V9,V4,iter10,sample,14.585
V10,V4,iter10,sample,20.83
T,V4,iter10,sample,0
V1,V5,iter10,sample,39.445
V2,V5,iter10,sample,56.93
V3,V5,iter10,sample,50.125
V4,V5,iter10,sample,40.735
V5,V5,iter10,sample,30.29
V6,V5,iter10,sample,22.855
V7,V5,iter10,sample,14.39
V8,V5,iter10,sample,16.06
V9,V5,iter10,sample,18.295
V10,V5,iter10,sample,21.43
T,V5,iter10,sample,0
V1,V6,iter10,sample,27.515
V2,V6,iter10,sample,39.71
V3,V6,iter10,sample,41.375
V4,V6,iter10,sample,39.25
V5,V6,iter10,sample,31.045
V6,V6,iter10,sample,33.42
V7,V6,iter10,sample,17.05
V8,V6,iter10,sample,16.655
V9,V6,iter10,sample,15.155
V10,V6,iter10,sample,22.82
T,V6,iter10,sample,0
V1,V7,iter10,sample,22.935
V2,V7,iter10,sample,23.975
V3,V7,iter10,sample,21.09
V4,V7,iter10,sample,18.635
V5,V7,iter10,sample,21.455
V6,V7,iter10,sample,25.34
V7,V7,iter10,sample,11.555
V8,V7,iter10,sample,14.05
V9,V7,iter10,sample,11.72
V10,V7,iter10,sample,20.36
T,V7,iter10,sample,0
V1,V8,iter10,sample,20.69
V2,V8,iter10,sample,35.07
V3,V8,iter10,sample,27.19
V4,V8,iter10,sample,23.005
V5,V8,iter10,sample,27.77
V6,V8,iter10,sample,23.335
V7,V8,iter10,sample,12.315
V8,V8,iter10,sample,20.77
V9,V8,iter10,sample,11.31
V10,V8,iter10,sample,13.67
T,V8,iter10,sample,0
V1,V9,iter10,sample,21.345
V2,V9,iter10,sample,26.25
V3,V9,iter10,sample,21.525
V4,V9,iter10,sample,23.34
V5,V9,iter10,sample,20.125
V6,V9,iter10,sample,21.955
V7,V9,iter10,sample,9.44
V8,V9,iter10,sample,12.45
V9,V9,iter10,sample,17.305
V10,V9,iter10,sample,21.465
T,V9,iter10,sample,0
V1,V10,iter10,sample,32.555
V2,V10,iter10,sample,37.985
V3,V10,iter10,sample,31.44
V4,V10,iter10,sample,36.39
V5,V10,iter10,sample,25.49
V6,V10,iter10,sample,25.725
V7,V10,iter10,sample,15.105
V8,V10,iter10,sample,21.545
V9,V10,iter10,sample,18.085
V10,V10,iter10,sample,17.495
T,V10,iter10,sample,0
V1,T,iter10,sample,51.895
V2,T,iter10,sample,51.6799999999999
V3,T,iter10,sample,44.71
V4,T,iter10,sample,50.0949999999998
V5,T,iter10,sample,49.3800000000001
V6,T,iter10,sample,49.5299999999999
V7,T,iter10,sample,47.185
V8,T,iter10,sample,43.505
V9,T,iter10,sample,53.4349999999999
V10,T,iter10,sample,58.5849999999999
T,T,iter10,sample,0
V1,V1,iter11,sample,20.14
V2,V1,iter11,sample,30.16
V3,V1,iter11,sample,32.625
V4,V1,iter11,sample,57.3
V5,V1,iter11,sample,35.86
V6,V1,iter11,sample,56.2
V7,V1,iter11,sample,15.305
V8,V1,iter11,sample,15.51
V9,V1,iter11,sample,20.5
V10,V1,iter11,sample,16.92
T,V1,iter11,sample,0
V1,V2,iter11,sample,27.67
V2,V2,iter11,sample,25.32
V3,V2,iter11,sample,47
V4,V2,iter11,sample,41.2250000000001
V5,V2,iter11,sample,46.205
V6,V2,iter11,sample,65.95
V7,V2,iter11,sample,18.61
V8,V2,iter11,sample,18.25
V9,V2,iter11,sample,19.62
V10,V2,iter11,sample,18.565
T,V2,iter11,sample,0
V1,V3,iter11,sample,28.205
V2,V3,iter11,sample,48.515
V3,V3,iter11,sample,27.295
V4,V3,iter11,sample,22.545
V5,V3,iter11,sample,45.675
V6,V3,iter11,sample,46.195
V7,V3,iter11,sample,16.505
V8,V3,iter11,sample,16.98
V9,V3,iter11,sample,17.125
V10,V3,iter11,sample,17.745
T,V3,iter11,sample,0
V1,V4,iter11,sample,35.52
V2,V4,iter11,sample,47.835
V3,V4,iter11,sample,20.145
V4,V4,iter11,sample,31.7
V5,V4,iter11,sample,46.15
V6,V4,iter11,sample,70.595
V7,V4,iter11,sample,20.28
V8,V4,iter11,sample,21.24
V9,V4,iter11,sample,16.555
V10,V4,iter11,sample,22.595
T,V4,iter11,sample,0
V1,V5,iter11,sample,34.145
V2,V5,iter11,sample,42.08
V3,V5,iter11,sample,33.085
V4,V5,iter11,sample,42.69
V5,V5,iter11,sample,27.435
V6,V5,iter11,sample,29.67
V7,V5,iter11,sample,15.91
V8,V5,iter11,sample,12.285
V9,V5,iter11,sample,24.23
V10,V5,iter11,sample,13.53
T,V5,iter11,sample,0
V1,V6,iter11,sample,37.96
V2,V6,iter11,sample,51.685
V3,V6,iter11,sample,33.5
V4,V6,iter11,sample,44.525
V5,V6,iter11,sample,27.24
V6,V6,iter11,sample,41.4
V7,V6,iter11,sample,17.195
V8,V6,iter11,sample,21.515
V9,V6,iter11,sample,17.22
V10,V6,iter11,sample,20.69
T,V6,iter11,sample,0
V1,V7,iter11,sample,25.32
V2,V7,iter11,sample,32.755
V3,V7,iter11,sample,25.42
V4,V7,iter11,sample,22.23
V5,V7,iter11,sample,20.735
V6,V7,iter11,sample,23.865
V7,V7,iter11,sample,17.52
V8,V7,iter11,sample,14.12
V9,V7,iter11,sample,16.81
V10,V7,iter11,sample,17.69
T,V7,iter11,sample,0
V1,V8,iter11,sample,24.52
V2,V8,iter11,sample,28.27
V3,V8,iter11,sample,18.645
V4,V8,iter11,sample,28.63
V5,V8,iter11,sample,19.255
V6,V8,iter11,sample,24.725
V7,V8,iter11,sample,16.31
V8,V8,iter11,sample,15.62
V9,V8,iter11,sample,12.31
V10,V8,iter11,sample,18.39
T,V8,iter11,sample,0
V1,V9,iter11,sample,25.26
V2,V9,iter11,sample,27.84
V3,V9,iter11,sample,25.045
V4,V9,iter11,sample,34.845
V5,V9,iter11,sample,21.495
V6,V9,iter11,sample,25.9
V7,V9,iter11,sample,12.8
V8,V9,iter11,sample,16.605
V9,V9,iter11,sample,23.705
V10,V9,iter11,sample,15.355
T,V9,iter11,sample,0
V1,V10,iter11,sample,33.535
V2,V10,iter11,sample,38.845
V3,V10,iter11,sample,18.385
V4,V10,iter11,sample,27.66
V5,V10,iter11,sample,22
V6,V10,iter11,sample,22.17
V7,V10,iter11,sample,13.45
V8,V10,iter11,sample,15.3
V9,V10,iter11,sample,12.63
V10,V10,iter11,sample,12.835
T,V10,iter11,sample,0
V1,T,iter11,sample,47.245
V2,T,iter11,sample,54.11
V3,T,iter11,sample,47.64
V4,T,iter11,sample,49.265
V5,T,iter11,sample,48.0099999999998
V6,T,iter11,sample,49.2599999999999
V7,T,iter11,sample,55.5799999999999
V8,T,iter11,sample,48.2499999999999
V9,T,iter11,sample,52.145
V10,T,iter11,sample,48.495
T,T,iter11,sample,0
V1,V1,iter12,sample,32.085
V2,V1,iter12,sample,27.155
V3,V1,iter12,sample,43.48
V4,V1,iter12,sample,41.625
V5,V1,iter12,sample,38.785
V6,V1,iter12,sample,38.38
V7,V1,iter12,sample,18.07
V8,V1,iter12,sample,16.745
V9,V1,iter12,sample,18.6
V10,V1,iter12,sample,18.13
T,V1,iter12,sample,0
V1,V2,iter12,sample,28.31
V2,V2,iter12,sample,31.035
V3,V2,iter12,sample,33.775
V4,V2,iter12,sample,32.395
V5,V2,iter12,sample,35.445
V6,V2,iter12,sample,37.54
V7,V2,iter12,sample,14.265
V8,V2,iter12,sample,22.32
V9,V2,iter12,sample,18.43
V10,V2,iter12,sample,15.11
T,V2,iter12,sample,0
V1,V3,iter12,sample,48.225
V2,V3,iter12,sample,38.045
V3,V3,iter12,sample,30.89
V4,V3,iter12,sample,30.005
V5,V3,iter12,sample,42.39
V6,V3,iter12,sample,43.315
V7,V3,iter12,sample,15.77
V8,V3,iter12,sample,20.43
V9,V3,iter12,sample,15.995
V10,V3,iter12,sample,19.42
T,V3,iter12,sample,0
V1,V4,iter12,sample,48.995
V2,V4,iter12,sample,38.77
V3,V4,iter12,sample,25.82
V4,V4,iter12,sample,30.005
V5,V4,iter12,sample,41.335
V6,V4,iter12,sample,45.595
V7,V4,iter12,sample,21.185
V8,V4,iter12,sample,23.565
V9,V4,iter12,sample,19.47
V10,V4,iter12,sample,14.71
T,V4,iter12,sample,0
V1,V5,iter12,sample,47.08
V2,V5,iter12,sample,28.685
V3,V5,iter12,sample,49.425
V4,V5,iter12,sample,46.73
V5,V5,iter12,sample,29.18
V6,V5,iter12,sample,21.295
V7,V5,iter12,sample,17.035
V8,V5,iter12,sample,19.635
V9,V5,iter12,sample,15.135
V10,V5,iter12,sample,20.315
T,V5,iter12,sample,0
V1,V6,iter12,sample,46.005
V2,V6,iter12,sample,38.99
V3,V6,iter12,sample,52.5
V4,V6,iter12,sample,42.25
V5,V6,iter12,sample,23.66
V6,V6,iter12,sample,30.58
V7,V6,iter12,sample,14.845
V8,V6,iter12,sample,21.445
V9,V6,iter12,sample,14.385
V10,V6,iter12,sample,13.64
T,V6,iter12,sample,0
V1,V7,iter12,sample,15.985
V2,V7,iter12,sample,21.85
V3,V7,iter12,sample,29.955
V4,V7,iter12,sample,25.7
V5,V7,iter12,sample,22.81
V6,V7,iter12,sample,31.34
V7,V7,iter12,sample,10.03
V8,V7,iter12,sample,15.015
V9,V7,iter12,sample,14.965
V10,V7,iter12,sample,11.235
T,V7,iter12,sample,0
V1,V8,iter12,sample,30.545
V2,V8,iter12,sample,26.715
V3,V8,iter12,sample,28.57
V4,V8,iter12,sample,30.14
V5,V8,iter12,sample,29.055
V6,V8,iter12,sample,31.475
V7,V8,iter12,sample,13.01
V8,V8,iter12,sample,20.675
V9,V8,iter12,sample,19.865
V10,V8,iter12,sample,16.41
T,V8,iter12,sample,0
V1,V9,iter12,sample,31.325
V2,V9,iter12,sample,24.925
V3,V9,iter12,sample,24.135
V4,V9,iter12,sample,24.235
V5,V9,iter12,sample,19.855
V6,V9,iter12,sample,28.28
V7,V9,iter12,sample,15.595
V8,V9,iter12,sample,19.605
V9,V9,iter12,sample,18.64
V10,V9,iter12,sample,15.37
T,V9,iter12,sample,0
V1,V10,iter12,sample,20.735
V2,V10,iter12,sample,15.355
V3,V10,iter12,sample,25.25
V4,V10,iter12,sample,24.895
V5,V10,iter12,sample,26.88
V6,V10,iter12,sample,27.1
V7,V10,iter12,sample,14.475
V8,V10,iter12,sample,16.125
V9,V10,iter12,sample,15.41
V10,V10,iter12,sample,13.02
T,V10,iter12,sample,0
V1,T,iter12,sample,49.765
V2,T,iter12,sample,50.0999999999999
V3,T,iter12,sample,51.685
V4,T,iter12,sample,51.4699999999999
V5,T,iter12,sample,50.1199999999999
V6,T,iter12,sample,47.3999999999999
V7,T,iter12,sample,49.6049999999998
V8,T,iter12,sample,51.8999999999999
V9,T,iter12,sample,54.0699999999999
V10,T,iter12,sample,43.885
T,T,iter12,sample,0
V1,V1,iter13,sample,24.745
V2,V1,iter13,sample,26.915
V3,V1,iter13,sample,45.9
V4,V1,iter13,sample,42.565
V5,V1,iter13,sample,37.77
V6,V1,iter13,sample,44.55
V7,V1,iter13,sample,19.65
V8,V1,iter13,sample,17.37
V9,V1,iter13,sample,18.12
V10,V1,iter13,sample,15.21
T,V1,iter13,sample,0
V1,V2,iter13,sample,30.735
V2,V2,iter13,sample,37.805
V3,V2,iter13,sample,45.725
V4,V2,iter13,sample,47.87
V5,V2,iter13,sample,50.025
V6,V2,iter13,sample,65.6
V7,V2,iter13,sample,26.575
V8,V2,iter13,sample,24.885
V9,V2,iter13,sample,21.82
V10,V2,iter13,sample,18.005
T,V2,iter13,sample,0
V1,V3,iter13,sample,33.865
V2,V3,iter13,sample,45.345
V3,V3,iter13,sample,25.1
V4,V3,iter13,sample,22.125
V5,V3,iter13,sample,48.86
V6,V3,iter13,sample,39.88
V7,V3,iter13,sample,23.795
V8,V3,iter13,sample,17.825
V9,V3,iter13,sample,14.73
V10,V3,iter13,sample,11.4
T,V3,iter13,sample,0
V1,V4,iter13,sample,38.885
V2,V4,iter13,sample,51.495
V3,V4,iter13,sample,20.315
V4,V4,iter13,sample,25.905
V5,V4,iter13,sample,41.115
V6,V4,iter13,sample,47.12
V7,V4,iter13,sample,23.76
V8,V4,iter13,sample,21.3
V9,V4,iter13,sample,17.13
V10,V4,iter13,sample,12.9
T,V4,iter13,sample,0
V1,V5,iter13,sample,32.625
V2,V5,iter13,sample,45.545
V3,V5,iter13,sample,47.675
V4,V5,iter13,sample,49.885
V5,V5,iter13,sample,30.855
V6,V5,iter13,sample,26.08
V7,V5,iter13,sample,23.6
V8,V5,iter13,sample,20.5
V9,V5,iter13,sample,16.47
V10,V5,iter13,sample,14.18
T,V5,iter13,sample,0
V1,V6,iter13,sample,38.77
V2,V6,iter13,sample,45.47
V3,V6,iter13,sample,45.405
V4,V6,iter13,sample,45.58
V5,V6,iter13,sample,26.025
V6,V6,iter13,sample,30.635
V7,V6,iter13,sample,21.92
V8,V6,iter13,sample,19.355
V9,V6,iter13,sample,16.17
V10,V6,iter13,sample,11.37
T,V6,iter13,sample,0
V1,V7,iter13,sample,26.61
V2,V7,iter13,sample,36.52
V3,V7,iter13,sample,31.455
V4,V7,iter13,sample,32.545
V5,V7,iter13,sample,26.7
V6,V7,iter13,sample,32.34
V7,V7,iter13,sample,17.095
V8,V7,iter13,sample,14.9
V9,V7,iter13,sample,14.575
V10,V7,iter13,sample,12.39
T,V7,iter13,sample,0
V1,V8,iter13,sample,25.005
V2,V8,iter13,sample,34.41
V3,V8,iter13,sample,26.885
V4,V8,iter13,sample,26.61
V5,V8,iter13,sample,21.11
V6,V8,iter13,sample,29.96
V7,V8,iter13,sample,16.325
V8,V8,iter13,sample,14.595
V9,V8,iter13,sample,14.07
V10,V8,iter13,sample,13.735
T,V8,iter13,sample,0
V1,V9,iter13,sample,18.86
V2,V9,iter13,sample,27.375
V3,V9,iter13,sample,25.455
V4,V9,iter13,sample,22.345
V5,V9,iter13,sample,29.085
V6,V9,iter13,sample,28.62
V7,V9,iter13,sample,17.895
V8,V9,iter13,sample,14.09
V9,V9,iter13,sample,20.07
V10,V9,iter13,sample,9.485
T,V9,iter13,sample,0
V1,V10,iter13,sample,19.81
V2,V10,iter13,sample,26.925
V3,V10,iter13,sample,19.835
V4,V10,iter13,sample,19.58
V5,V10,iter13,sample,19.69
V6,V10,iter13,sample,21.565
V7,V10,iter13,sample,13.26
V8,V10,iter13,sample,12.205
V9,V10,iter13,sample,12.615
V10,V10,iter13,sample,14.71
T,V10,iter13,sample,0
V1,T,iter13,sample,48.8849999999999
V2,T,iter13,sample,50.24
V3,T,iter13,sample,50.1749999999999
V4,T,iter13,sample,50.9149999999999
V5,T,iter13,sample,51.1799999999998
V6,T,iter13,sample,51.3499999999999
V7,T,iter13,sample,47.255
V8,T,iter13,sample,50.68
V9,T,iter13,sample,52.5099999999999
V10,T,iter13,sample,46.8099999999999
T,T,iter13,sample,0
V1,V1,iter14,sample,37.86
V2,V1,iter14,sample,21.03
V3,V1,iter14,sample,49.455
V4,V1,iter14,sample,41.615
V5,V1,iter14,sample,46.565
V6,V1,iter14,sample,33.225
V7,V1,iter14,sample,16.615
V8,V1,iter14,sample,21.58
V9,V1,iter14,sample,17.915
V10,V1,iter14,sample,19.09
T,V1,iter14,sample,0
V1,V2,iter14,sample,38.66
V2,V2,iter14,sample,39.61
V3,V2,iter14,sample,53.57
V4,V2,iter14,sample,37.645
V5,V2,iter14,sample,43.945
V6,V2,iter14,sample,30.065
V7,V2,iter14,sample,18.75
V8,V2,iter14,sample,17.235
V9,V2,iter14,sample,20.68
V10,V2,iter14,sample,18.655
T,V2,iter14,sample,0
V1,V3,iter14,sample,52.795
V2,V3,iter14,sample,47.655
V3,V3,iter14,sample,40.9
V4,V3,iter14,sample,22.695
V5,V3,iter14,sample,58.86
V6,V3,iter14,sample,31.01
V7,V3,iter14,sample,17.275
V8,V3,iter14,sample,18.475
V9,V3,iter14,sample,16.855
V10,V3,iter14,sample,20.785
T,V3,iter14,sample,0
V1,V4,iter14,sample,40.68
V2,V4,iter14,sample,36.71
V3,V4,iter14,sample,18.61
V4,V4,iter14,sample,16.59
V5,V4,iter14,sample,41.515
V6,V4,iter14,sample,19.14
V7,V4,iter14,sample,14.63
V8,V4,iter14,sample,10.845
V9,V4,iter14,sample,11.295
V10,V4,iter14,sample,15.545
T,V4,iter14,sample,0
V1,V5,iter14,sample,57.375
V2,V5,iter14,sample,49.53
V3,V5,iter14,sample,52.09
V4,V5,iter14,sample,41.865
V5,V5,iter14,sample,34.56
V6,V5,iter14,sample,17.36
V7,V5,iter14,sample,20.925
V8,V5,iter14,sample,24.17
V9,V5,iter14,sample,20.55
V10,V5,iter14,sample,24.73
T,V5,iter14,sample,0
V1,V6,iter14,sample,48.33
V2,V6,iter14,sample,35.72
V3,V6,iter14,sample,40.895
V4,V6,iter14,sample,24.51
V5,V6,iter14,sample,20.915
V6,V6,iter14,sample,16.98
V7,V6,iter14,sample,21.135
V8,V6,iter14,sample,15.255
V9,V6,iter14,sample,15.14
V10,V6,iter14,sample,14.71
T,V6,iter14,sample,0
V1,V7,iter14,sample,30.38
V2,V7,iter14,sample,28.31
V3,V7,iter14,sample,28.79
V4,V7,iter14,sample,21.93
V5,V7,iter14,sample,24.53
V6,V7,iter14,sample,20.28
V7,V7,iter14,sample,11.665
V8,V7,iter14,sample,11.84
V9,V7,iter14,sample,12.865
V10,V7,iter14,sample,18.085
T,V7,iter14,sample,0
V1,V8,iter14,sample,30.095
V2,V8,iter14,sample,24.175
V3,V8,iter14,sample,29.78
V4,V8,iter14,sample,17.06
V5,V8,iter14,sample,34.84
V6,V8,iter14,sample,21.165
