"node_from","node_to","iteration","edge_type","value"
"V11","V5","iter18","present",82
"V12","V5","iter18","present",107
"V13","V5","iter18","present",83
"T","V5","iter18","present",0
"V1","V6","iter18","present",108
"V2","V6","iter18","present",102
"V3","V6","iter18","present",82
"V4","V6","iter18","present",80
"V5","V6","iter18","present",109
"V6","V6","iter18","present",79
"V7","V6","iter18","present",143
"V8","V6","iter18","present",71
"V9","V6","iter18","present",53
"V10","V6","iter18","present",71
"V11","V6","iter18","present",73
"V12","V6","iter18","present",78
"V13","V6","iter18","present",57
"T","V6","iter18","present",0
"V1","V7","iter18","present",111
"V2","V7","iter18","present",99
"V3","V7","iter18","present",125
"V4","V7","iter18","present",79
"V5","V7","iter18","present",120
"V6","V7","iter18","present",126
"V7","V7","iter18","present",115
"V8","V7","iter18","present",51
"V9","V7","iter18","present",48
"V10","V7","iter18","present",75
"V11","V7","iter18","present",81
"V12","V7","iter18","present",80
"V13","V7","iter18","present",72
"T","V7","iter18","present",0
"V1","V8","iter18","present",117
"V2","V8","iter18","present",89
"V3","V8","iter18","present",83
"V4","V8","iter18","present",96
"V5","V8","iter18","present",98
"V6","V8","iter18","present",82
"V7","V8","iter18","present",88
"V8","V8","iter18","present",64
"V9","V8","iter18","present",51
"V10","V8","iter18","present",67
"V11","V8","iter18","present",73
"V12","V8","iter18","present",71
"V13","V8","iter18","present",59
"T","V8","iter18","present",0
"V1","V9","iter18","present",94
"V2","V9","iter18","present",69
"V3","V9","iter18","present",74
"V4","V9","iter18","present",44
"V5","V9","iter18","present",94
"V6","V9","iter18","present",77
"V7","V9","iter18","present",83
"V8","V9","iter18","present",76
"V9","V9","iter18","present",49
"V10","V9","iter18","present",78
"V11","V9","iter18","present",80
"V12","V9","iter18","present",79
"V13","V9","iter18","present",63
"T","V9","iter18","present",0
"V1","V10","iter18","present",135
"V2","V10","iter18","present",84
"V3","V10","iter18","present",126
"V4","V10","iter18","present",94
"V5","V10","iter18","present",113
"V6","V10","iter18","present",104
"V7","V10","iter18","present",125
"V8","V10","iter18","present",89
"V9","V10","iter18","present",58
"V10","V10","iter18","present",91
"V11","V10","iter18","present",96
"V12","V10","iter18","present",91
"V13","V10","iter18","present",111
"T","V10","iter18","present",0
"V1","V11","iter18","present",100
"V2","V11","iter18","present",89
"V3","V11","iter18","present",107
"V4","V11","iter18","present",82
"V5","V11","iter18","present",101
"V6","V11","iter18","present",91
"V7","V11","iter18","present",87
"V8","V11","iter18","present",76
"V9","V11","iter18","present",68
"V10","V11","iter18","present",116
"V11","V11","iter18","present",92
"V12","V11","iter18","present",101
"V13","V11","iter18","present",82
"T","V11","iter18","present",0
"V1","V12","iter18","present",106
"V2","V12","iter18","present",81
"V3","V12","iter18","present",92
"V4","V12","iter18","present",106
"V5","V12","iter18","present",93
"V6","V12","iter18","present",90
"V7","V12","iter18","present",130
"V8","V12","iter18","present",90
"V9","V12","iter18","present",77
"V10","V12","iter18","present",116
"V11","V12","iter18","present",114
"V12","V12","iter18","present",102
"V13","V12","iter18","present",73
"T","V12","iter18","present",0
"V1","V13","iter18","present",115
"V2","V13","iter18","present",84
"V3","V13","iter18","present",83
"V4","V13","iter18","present",66
"V5","V13","iter18","present",110
"V6","V13","iter18","present",94
"V7","V13","iter18","present",113
"V8","V13","iter18","present",97
"V9","V13","iter18","present",52
"V10","V13","iter18","present",76
"V11","V13","iter18","present",79
"V12","V13","iter18","present",93
"V13","V13","iter18","present",62
"T","V13","iter18","present",0
"V1","T","iter18","present",1288
"V2","T","iter18","present",1094
"V3","T","iter18","present",1282
"V4","T","iter18","present",1243
"V5","T","iter18","present",1318
"V6","T","iter18","present",1125
"V7","T","iter18","present",1099
"V8","T","iter18","present",1121
"V9","T","iter18","present",1203
"V10","T","iter18","present",1480
"V11","T","iter18","present",1329
"V12","T","iter18","present",1356
"V13","T","iter18","present",1277
"T","T","iter18","present",0
"V1","V1","iter19","present",135
"V2","V1","iter19","present",120
"V3","V1","iter19","present",60
"V4","V1","iter19","present",90
"V5","V1","iter19","present",171
"V6","V1","iter19","present",147
"V7","V1","iter19","present",80
"V8","V1","iter19","present",123
"V9","V1","iter19","present",69
"V10","V1","iter19","present",76
"V11","V1","iter19","present",77
"V12","V1","iter19","present",105
"V13","V1","iter19","present",58
"T","V1","iter19","present",0
"V1","V2","iter19","present",104
"V2","V2","iter19","present",98
"V3","V2","iter19","present",58
"V4","V2","iter19","present",83
"V5","V2","iter19","present",151
"V6","V2","iter19","present",134
"V7","V2","iter19","present",95
"V8","V2","iter19","present",114
"V9","V2","iter19","present",51
"V10","V2","iter19","present",80
"V11","V2","iter19","present",60
"V12","V2","iter19","present",101
"V13","V2","iter19","present",76
"T","V2","iter19","present",0
"V1","V3","iter19","present",88
"V2","V3","iter19","present",102
"V3","V3","iter19","present",73
"V4","V3","iter19","present",70
"V5","V3","iter19","present",81
"V6","V3","iter19","present",72
"V7","V3","iter19","present",58
"V8","V3","iter19","present",97
"V9","V3","iter19","present",62
"V10","V3","iter19","present",64
"V11","V3","iter19","present",59
"V12","V3","iter19","present",79
"V13","V3","iter19","present",62
"T","V3","iter19","present",0
"V1","V4","iter19","present",124
"V2","V4","iter19","present",88
"V3","V4","iter19","present",66
"V4","V4","iter19","present",99
"V5","V4","iter19","present",98
"V6","V4","iter19","present",107
"V7","V4","iter19","present",66
"V8","V4","iter19","present",78
"V9","V4","iter19","present",65
"V10","V4","iter19","present",73
"V11","V4","iter19","present",49
"V12","V4","iter19","present",84
"V13","V4","iter19","present",92
"T","V4","iter19","present",0
"V1","V5","iter19","present",165
"V2","V5","iter19","present",136
"V3","V5","iter19","present",67
"V4","V5","iter19","present",112
"V5","V5","iter19","present",119
"V6","V5","iter19","present",115
"V7","V5","iter19","present",82
"V8","V5","iter19","present",135
"V9","V5","iter19","present",64
"V10","V5","iter19","present",81
"V11","V5","iter19","present",91
"V12","V5","iter19","present",86
"V13","V5","iter19","present",94
"T","V5","iter19","present",0
"V1","V6","iter19","present",143
"V2","V6","iter19","present",132
"V3","V6","iter19","present",75
"V4","V6","iter19","present",108
"V5","V6","iter19","present",102
"V6","V6","iter19","present",128
"V7","V6","iter19","present",102
"V8","V6","iter19","present",122
"V9","V6","iter19","present",74
"V10","V6","iter19","present",85
"V11","V6","iter19","present",61
"V12","V6","iter19","present",78
"V13","V6","iter19","present",71
"T","V6","iter19","present",0
"V1","V7","iter19","present",136
"V2","V7","iter19","present",76
"V3","V7","iter19","present",55
"V4","V7","iter19","present",77
"V5","V7","iter19","present",101
"V6","V7","iter19","present",121
"V7","V7","iter19","present",71
"V8","V7","iter19","present",94
"V9","V7","iter19","present",53
"V10","V7","iter19","present",59
"V11","V7","iter19","present",61
"V12","V7","iter19","present",69
"V13","V7","iter19","present",62
"T","V7","iter19","present",0
"V1","V8","iter19","present",150
"V2","V8","iter19","present",121
"V3","V8","iter19","present",69
"V4","V8","iter19","present",75
"V5","V8","iter19","present",158
"V6","V8","iter19","present",146
"V7","V8","iter19","present",79
"V8","V8","iter19","present",119
"V9","V8","iter19","present",75
"V10","V8","iter19","present",93
"V11","V8","iter19","present",70
"V12","V8","iter19","present",117
"V13","V8","iter19","present",80
"T","V8","iter19","present",0
"V1","V9","iter19","present",101
"V2","V9","iter19","present",87
"V3","V9","iter19","present",51
"V4","V9","iter19","present",74
"V5","V9","iter19","present",102
"V6","V9","iter19","present",72
"V7","V9","iter19","present",63
"V8","V9","iter19","present",72
"V9","V9","iter19","present",63
"V10","V9","iter19","present",72
"V11","V9","iter19","present",78
"V12","V9","iter19","present",96
"V13","V9","iter19","present",68
"T","V9","iter19","present",0
"V1","V10","iter19","present",111
"V2","V10","iter19","present",105
"V3","V10","iter19","present",58
"V4","V10","iter19","present",71
"V5","V10","iter19","present",118
"V6","V10","iter19","present",85
"V7","V10","iter19","present",78
"V8","V10","iter19","present",107
"V9","V10","iter19","present",80
"V10","V10","iter19","present",91
"V11","V10","iter19","present",62
"V12","V10","iter19","present",97
"V13","V10","iter19","present",69
"T","V10","iter19","present",0
"V1","V11","iter19","present",95
"V2","V11","iter19","present",86
"V3","V11","iter19","present",54
"V4","V11","iter19","present",76
"V5","V11","iter19","present",105
"V6","V11","iter19","present",105
"V7","V11","iter19","present",71
"V8","V11","iter19","present",101
"V9","V11","iter19","present",56
"V10","V11","iter19","present",81
"V11","V11","iter19","present",66
"V12","V11","iter19","present",107
"V13","V11","iter19","present",70
"T","V11","iter19","present",0
"V1","V12","iter19","present",92
"V2","V12","iter19","present",86
"V3","V12","iter19","present",85
"V4","V12","iter19","present",109
"V5","V12","iter19","present",143
"V6","V12","iter19","present",111
"V7","V12","iter19","present",95
"V8","V12","iter19","present",106
"V9","V12","iter19","present",60
"V10","V12","iter19","present",103
"V11","V12","iter19","present",66
"V12","V12","iter19","present",106
"V13","V12","iter19","present",81
"T","V12","iter19","present",0
"V1","V13","iter19","present",95
"V2","V13","iter19","present",106
"V3","V13","iter19","present",62
"V4","V13","iter19","present",83
"V5","V13","iter19","present",99
"V6","V13","iter19","present",101
"V7","V13","iter19","present",74
"V8","V13","iter19","present",107
"V9","V13","iter19","present",59
"V10","V13","iter19","present",69
"V11","V13","iter19","present",82
"V12","V13","iter19","present",79
"V13","V13","iter19","present",85
"T","V13","iter19","present",0
"V1","T","iter19","present",1247
"V2","T","iter19","present",1195
"V3","T","iter19","present",1141
"V4","T","iter19","present",1219
"V5","T","iter19","present",1320
"V6","T","iter19","present",1328
"V7","T","iter19","present",1092
"V8","T","iter19","present",1403
"V9","T","iter19","present",1169
"V10","T","iter19","present",1237
"V11","T","iter19","present",1266
"V12","T","iter19","present",1282
"V13","T","iter19","present",1236
"T","T","iter19","present",0
"V1","V1","iter20","present",90
"V2","V1","iter20","present",93
"V3","V1","iter20","present",65
"V4","V1","iter20","present",100
"V5","V1","iter20","present",113
"V6","V1","iter20","present",74
"V7","V1","iter20","present",119
"V8","V1","iter20","present",153
"V9","V1","iter20","present",67
"V10","V1","iter20","present",48
"V11","V1","iter20","present",92
"V12","V1","iter20","present",56
"V13","V1","iter20","present",61
"T","V1","iter20","present",0
"V1","V2","iter20","present",95
"V2","V2","iter20","present",98
"V3","V2","iter20","present",78
"V4","V2","iter20","present",160
"V5","V2","iter20","present",131
"V6","V2","iter20","present",89
"V7","V2","iter20","present",135
"V8","V2","iter20","present",164
"V9","V2","iter20","present",69
"V10","V2","iter20","present",62
"V11","V2","iter20","present",101
"V12","V2","iter20","present",64
"V13","V2","iter20","present",67
"T","V2","iter20","present",0
"V1","V3","iter20","present",85
"V2","V3","iter20","present",81
"V3","V3","iter20","present",54
"V4","V3","iter20","present",80
"V5","V3","iter20","present",84
"V6","V3","iter20","present",52
"V7","V3","iter20","present",91
"V8","V3","iter20","present",109
"V9","V3","iter20","present",70
"V10","V3","iter20","present",47
"V11","V3","iter20","present",97
"V12","V3","iter20","present",59
"V13","V3","iter20","present",44
"T","V3","iter20","present",0
"V1","V4","iter20","present",86
"V2","V4","iter20","present",133
"V3","V4","iter20","present",74
"V4","V4","iter20","present",95
"V5","V4","iter20","present",103
"V6","V4","iter20","present",81
"V7","V4","iter20","present",127
"V8","V4","iter20","present",134
"V9","V4","iter20","present",97
"V10","V4","iter20","present",59
"V11","V4","iter20","present",123
"V12","V4","iter20","present",61
"V13","V4","iter20","present",52
"T","V4","iter20","present",0
"V1","V5","iter20","present",99
"V2","V5","iter20","present",151
"V3","V5","iter20","present",62
"V4","V5","iter20","present",123
"V5","V5","iter20","present",85
"V6","V5","iter20","present",67
"V7","V5","iter20","present",159
"V8","V5","iter20","present",136
"V9","V5","iter20","present",64
"V10","V5","iter20","present",64
"V11","V5","iter20","present",121
"V12","V5","iter20","present",41
"V13","V5","iter20","present",62
"T","V5","iter20","present",0
"V1","V6","iter20","present",75
"V2","V6","iter20","present",104
"V3","V6","iter20","present",69
"V4","V6","iter20","present",92
"V5","V6","iter20","present",83
"V6","V6","iter20","present",76
"V7","V6","iter20","present",110
"V8","V6","iter20","present",111
"V9","V6","iter20","present",63
"V10","V6","iter20","present",50
"V11","V6","iter20","present",102
"V12","V6","iter20","present",42
"V13","V6","iter20","present",35
"T","V6","iter20","present",0
"V1","V7","iter20","present",108
"V2","V7","iter20","present",134
"V3","V7","iter20","present",81
"V4","V7","iter20","present",117
"V5","V7","iter20","present",121
"V6","V7","iter20","present",93
"V7","V7","iter20","present",113
"V8","V7","iter20","present",143
"V9","V7","iter20","present",92
"V10","V7","iter20","present",63
"V11","V7","iter20","present",95
"V12","V7","iter20","present",65
"V13","V7","iter20","present",60
"T","V7","iter20","present",0
"V1","V8","iter20","present",136
"V2","V8","iter20","present",179
"V3","V8","iter20","present",91
"V4","V8","iter20","present",167
"V5","V8","iter20","present",150
"V6","V8","iter20","present",82
"V7","V8","iter20","present",93
"V8","V8","iter20","present",146
"V9","V8","iter20","present",90
"V10","V8","iter20","present",63
"V11","V8","iter20","present",110
"V12","V8","iter20","present",77
"V13","V8","iter20","present",61
"T","V8","iter20","present",0
"V1","V9","iter20","present",108
"V2","V9","iter20","present",98
"V3","V9","iter20","present",51
"V4","V9","iter20","present",97
"V5","V9","iter20","present",107
"V6","V9","iter20","present",92
"V7","V9","iter20","present",122
"V8","V9","iter20","present",135
"V9","V9","iter20","present",83
"V10","V9","iter20","present",69
"V11","V9","iter20","present",106
"V12","V9","iter20","present",57
"V13","V9","iter20","present",57
"T","V9","iter20","present",0
"V1","V10","iter20","present",67
"V2","V10","iter20","present",89
"V3","V10","iter20","present",62
"V4","V10","iter20","present",111
"V5","V10","iter20","present",84
"V6","V10","iter20","present",56
"V7","V10","iter20","present",100
"V8","V10","iter20","present",95
"V9","V10","iter20","present",71
"V10","V10","iter20","present",82
"V11","V10","iter20","present",101
"V12","V10","iter20","present",68
"V13","V10","iter20","present",51
"T","V10","iter20","present",0
"V1","V11","iter20","present",106
"V2","V11","iter20","present",116
"V3","V11","iter20","present",73
"V4","V11","iter20","present",140
"V5","V11","iter20","present",115
"V6","V11","iter20","present",93
"V7","V11","iter20","present",124
"V8","V11","iter20","present",136
"V9","V11","iter20","present",89
"V10","V11","iter20","present",72
"V11","V11","iter20","present",98
"V12","V11","iter20","present",91
"V13","V11","iter20","present",58
"T","V11","iter20","present",0
"V1","V12","iter20","present",82
"V2","V12","iter20","present",88
"V3","V12","iter20","present",48
"V4","V12","iter20","present",94
"V5","V12","iter20","present",90
"V6","V12","iter20","present",77
"V7","V12","iter20","present",77
"V8","V12","iter20","present",106
"V9","V12","iter20","present",80
"V10","V12","iter20","present",64
"V11","V12","iter20","present",99
"V12","V12","iter20","present",62
"V13","V12","iter20","present",60
"T","V12","iter20","present",0
"V1","V13","iter20","present",59
"V2","V13","iter20","present",96
"V3","V13","iter20","present",45
"V4","V13","iter20","present",74
"V5","V13","iter20","present",77
"V6","V13","iter20","present",61
"V7","V13","iter20","present",92
"V8","V13","iter20","present",97
"V9","V13","iter20","present",75
"V10","V13","iter20","present",60
"V11","V13","iter20","present",82
"V12","V13","iter20","present",59
"V13","V13","iter20","present",59
"T","V13","iter20","present",0
"V1","T","iter20","present",1130
"V2","T","iter20","present",1322
"V3","T","iter20","present",1159
"V4","T","iter20","present",1262
"V5","T","iter20","present",1249
"V6","T","iter20","present",1065
"V7","T","iter20","present",1266
"V8","T","iter20","present",1313
"V9","T","iter20","present",1356
"V10","T","iter20","present",1271
"V11","T","iter20","present",1295
"V12","T","iter20","present",1252
"V13","T","iter20","present",1151
"T","T","iter20","present",0
"V1","V1","iter21","present",78
"V2","V1","iter21","present",92
"V3","V1","iter21","present",81
"V4","V1","iter21","present",79
"V5","V1","iter21","present",107
"V6","V1","iter21","present",100
"V7","V1","iter21","present",106
"V8","V1","iter21","present",102
"V9","V1","iter21","present",64
"V10","V1","iter21","present",59
"V11","V1","iter21","present",96
"V12","V1","iter21","present",48
"V13","V1","iter21","present",97
"T","V1","iter21","present",0
"V1","V2","iter21","present",66
"V2","V2","iter21","present",91
"V3","V2","iter21","present",104
"V4","V2","iter21","present",87
"V5","V2","iter21","present",135
"V6","V2","iter21","present",97
"V7","V2","iter21","present",126
"V8","V2","iter21","present",107
"V9","V2","iter21","present",43
"V10","V2","iter21","present",59
"V11","V2","iter21","present",88
"V12","V2","iter21","present",56
"V13","V2","iter21","present",75
"T","V2","iter21","present",0
"V1","V3","iter21","present",78
"V2","V3","iter21","present",116
"V3","V3","iter21","present",94
"V4","V3","iter21","present",93
"V5","V3","iter21","present",96
"V6","V3","iter21","present",79
"V7","V3","iter21","present",124
"V8","V3","iter21","present",89
"V9","V3","iter21","present",51
"V10","V3","iter21","present",85
"V11","V3","iter21","present",117
"V12","V3","iter21","present",57
"V13","V3","iter21","present",71
"T","V3","iter21","present",0
"V1","V4","iter21","present",84
"V2","V4","iter21","present",107
"V3","V4","iter21","present",88
"V4","V4","iter21","present",77
"V5","V4","iter21","present",100
"V6","V4","iter21","present",77
"V7","V4","iter21","present",144
"V8","V4","iter21","present",90
"V9","V4","iter21","present",53
"V10","V4","iter21","present",69
"V11","V4","iter21","present",99
"V12","V4","iter21","present",56
"V13","V4","iter21","present",96
"T","V4","iter21","present",0
"V1","V5","iter21","present",90
"V2","V5","iter21","present",148
"V3","V5","iter21","present",89
"V4","V5","iter21","present",120
"V5","V5","iter21","present",134
"V6","V5","iter21","present",109
"V7","V5","iter21","present",148
"V8","V5","iter21","present",113
"V9","V5","iter21","present",78
"V10","V5","iter21","present",71
"V11","V5","iter21","present",120
"V12","V5","iter21","present",77
"V13","V5","iter21","present",85
"T","V5","iter21","present",0
"V1","V6","iter21","present",87
"V2","V6","iter21","present",135
"V3","V6","iter21","present",83
"V4","V6","iter21","present",85
"V5","V6","iter21","present",72
"V6","V6","iter21","present",86
"V7","V6","iter21","present",113
"V8","V6","iter21","present",90
"V9","V6","iter21","present",61
"V10","V6","iter21","present",65
"V11","V6","iter21","present",99
"V12","V6","iter21","present",58
"V13","V6","iter21","present",83
"T","V6","iter21","present",0
"V1","V7","iter21","present",122
"V2","V7","iter21","present",137
"V3","V7","iter21","present",131
"V4","V7","iter21","present",99
"V5","V7","iter21","present",145
"V6","V7","iter21","present",130
"V7","V7","iter21","present",199
"V8","V7","iter21","present",104
"V9","V7","iter21","present",86
"V10","V7","iter21","present",59
"V11","V7","iter21","present",112
"V12","V7","iter21","present",67
"V13","V7","iter21","present",105
"T","V7","iter21","present",0
"V1","V8","iter21","present",86
"V2","V8","iter21","present",131
"V3","V8","iter21","present",83
"V4","V8","iter21","present",86
"V5","V8","iter21","present",109
"V6","V8","iter21","present",95
"V7","V8","iter21","present",122
"V8","V8","iter21","present",98
"V9","V8","iter21","present",59
"V10","V8","iter21","present",59
"V11","V8","iter21","present",70
"V12","V8","iter21","present",52
"V13","V8","iter21","present",63
"T","V8","iter21","present",0
"V1","V9","iter21","present",74
"V2","V9","iter21","present",98
"V3","V9","iter21","present",61
"V4","V9","iter21","present",73
"V5","V9","iter21","present",115
"V6","V9","iter21","present",69
"V7","V9","iter21","present",94
"V8","V9","iter21","present",68
"V9","V9","iter21","present",49
"V10","V9","iter21","present",57
"V11","V9","iter21","present",85
"V12","V9","iter21","present",39
"V13","V9","iter21","present",65
"T","V9","iter21","present",0
"V1","V10","iter21","present",71
"V2","V10","iter21","present",59
"V3","V10","iter21","present",68
"V4","V10","iter21","present",81
"V5","V10","iter21","present",103
"V6","V10","iter21","present",73
"V7","V10","iter21","present",118
"V8","V10","iter21","present",69
"V9","V10","iter21","present",52
"V10","V10","iter21","present",58
"V11","V10","iter21","present",90
"V12","V10","iter21","present",66
"V13","V10","iter21","present",102
"T","V10","iter21","present",0
"V1","V11","iter21","present",80
"V2","V11","iter21","present",116
"V3","V11","iter21","present",92
"V4","V11","iter21","present",109
"V5","V11","iter21","present",134
"V6","V11","iter21","present",100
"V7","V11","iter21","present",155
"V8","V11","iter21","present",116
"V9","V11","iter21","present",75
"V10","V11","iter21","present",63
"V11","V11","iter21","present",149
"V12","V11","iter21","present",72
"V13","V11","iter21","present",109
"T","V11","iter21","present",0
"V1","V12","iter21","present",83
"V2","V12","iter21","present",83
"V3","V12","iter21","present",65
"V4","V12","iter21","present",86
"V5","V12","iter21","present",79
"V6","V12","iter21","present",61
"V7","V12","iter21","present",96
"V8","V12","iter21","present",73
"V9","V12","iter21","present",34
"V10","V12","iter21","present",56
"V11","V12","iter21","present",96
"V12","V12","iter21","present",88
"V13","V12","iter21","present",100
"T","V12","iter21","present",0
"V1","V13","iter21","present",83
"V2","V13","iter21","present",123
"V3","V13","iter21","present",90
"V4","V13","iter21","present",71
"V5","V13","iter21","present",125
"V6","V13","iter21","present",97
"V7","V13","iter21","present",109
"V8","V13","iter21","present",81
"V9","V13","iter21","present",67
"V10","V13","iter21","present",70
"V11","V13","iter21","present",95
"V12","V13","iter21","present",59
"V13","V13","iter21","present",117
"T","V13","iter21","present",0
"V1","T","iter21","present",1260
"V2","T","iter21","present",1114
"V3","T","iter21","present",1231
"V4","T","iter21","present",1240
"V5","T","iter21","present",1408
"V6","T","iter21","present",1171
"V7","T","iter21","present",1418
"V8","T","iter21","present",1162
"V9","T","iter21","present",1126
"V10","T","iter21","present",1190
"V11","T","iter21","present",1424
"V12","T","iter21","present",1205
"V13","T","iter21","present",1206
"T","T","iter21","present",0
"V1","V1","iter22","present",122
"V2","V1","iter22","present",107
"V3","V1","iter22","present",89
"V4","V1","iter22","present",120
"V5","V1","iter22","present",77
"V6","V1","iter22","present",111
"V7","V1","iter22","present",97
"V8","V1","iter22","present",111
"V9","V1","iter22","present",92
"V10","V1","iter22","present",58
"V11","V1","iter22","present",77
"V12","V1","iter22","present",71
"V13","V1","iter22","present",92
"T","V1","iter22","present",0
"V1","V2","iter22","present",88
"V2","V2","iter22","present",103
"V3","V2","iter22","present",73
"V4","V2","iter22","present",116
"V5","V2","iter22","present",106
"V6","V2","iter22","present",163
"V7","V2","iter22","present",120
"V8","V2","iter22","present",132
"V9","V2","iter22","present",85
"V10","V2","iter22","present",67
"V11","V2","iter22","present",80
"V12","V2","iter22","present",67
"V13","V2","iter22","present",97
"T","V2","iter22","present",0
"V1","V3","iter22","present",87
"V2","V3","iter22","present",114
"V3","V3","iter22","present",105
"V4","V3","iter22","present",108
"V5","V3","iter22","present",68
"V6","V3","iter22","present",84
"V7","V3","iter22","present",112
"V8","V3","iter22","present",110
"V9","V3","iter22","present",75
"V10","V3","iter22","present",52
"V11","V3","iter22","present",63
"V12","V3","iter22","present",77
"V13","V3","iter22","present",78
"T","V3","iter22","present",0
"V1","V4","iter22","present",90
"V2","V4","iter22","present",142
"V3","V4","iter22","present",86
"V4","V4","iter22","present",115
"V5","V4","iter22","present",81
"V6","V4","iter22","present",161
"V7","V4","iter22","present",93
"V8","V4","iter22","present",108
"V9","V4","iter22","present",76
"V10","V4","iter22","present",66
"V11","V4","iter22","present",82
"V12","V4","iter22","present",72
"V13","V4","iter22","present",76
"T","V4","iter22","present",0
"V1","V5","iter22","present",87
"V2","V5","iter22","present",124
"V3","V5","iter22","present",85
"V4","V5","iter22","present",73
"V5","V5","iter22","present",76
"V6","V5","iter22","present",81
"V7","V5","iter22","present",79
"V8","V5","iter22","present",89
"V9","V5","iter22","present",73
"V10","V5","iter22","present",65
"V11","V5","iter22","present",50
"V12","V5","iter22","present",59
"V13","V5","iter22","present",59
"T","V5","iter22","present",0
"V1","V6","iter22","present",93
"V2","V6","iter22","present",139
"V3","V6","iter22","present",93
"V4","V6","iter22","present",110
"V5","V6","iter22","present",47
"V6","V6","iter22","present",99
"V7","V6","iter22","present",88
"V8","V6","iter22","present",134
"V9","V6","iter22","present",74
"V10","V6","iter22","present",44
"V11","V6","iter22","present",74
"V12","V6","iter22","present",65
"V13","V6","iter22","present",65
"T","V6","iter22","present",0
"V1","V7","iter22","present",97
"V2","V7","iter22","present",135
"V3","V7","iter22","present",91
"V4","V7","iter22","present",133
"V5","V7","iter22","present",89
"V6","V7","iter22","present",123
"V7","V7","iter22","present",93
"V8","V7","iter22","present",90
"V9","V7","iter22","present",85
"V10","V7","iter22","present",78
"V11","V7","iter22","present",69
"V12","V7","iter22","present",68
"V13","V7","iter22","present",66
"T","V7","iter22","present",0
"V1","V8","iter22","present",86
"V2","V8","iter22","present",122
"V3","V8","iter22","present",81
"V4","V8","iter22","present",127
"V5","V8","iter22","present",99
"V6","V8","iter22","present",127
"V7","V8","iter22","present",88
"V8","V8","iter22","present",123
"V9","V8","iter22","present",111
"V10","V8","iter22","present",65
"V11","V8","iter22","present",72
"V12","V8","iter22","present",65
"V13","V8","iter22","present",71
"T","V8","iter22","present",0
"V1","V9","iter22","present",82
"V2","V9","iter22","present",109
"V3","V9","iter22","present",73
"V4","V9","iter22","present",124
"V5","V9","iter22","present",97
"V6","V9","iter22","present",98
"V7","V9","iter22","present",95
"V8","V9","iter22","present",105
"V9","V9","iter22","present",94
"V10","V9","iter22","present",67
"V11","V9","iter22","present",76
"V12","V9","iter22","present",80
"V13","V9","iter22","present",94
"T","V9","iter22","present",0
"V1","V10","iter22","present",91
"V2","V10","iter22","present",84
"V3","V10","iter22","present",59
"V4","V10","iter22","present",116
"V5","V10","iter22","present",73
"V6","V10","iter22","present",84
"V7","V10","iter22","present",106
"V8","V10","iter22","present",89
"V9","V10","iter22","present",81
"V10","V10","iter22","present",61
"V11","V10","iter22","present",77
"V12","V10","iter22","present",65
"V13","V10","iter22","present",71
"T","V10","iter22","present",0
"V1","V11","iter22","present",116
"V2","V11","iter22","present",129
"V3","V11","iter22","present",59
"V4","V11","iter22","present",95
"V5","V11","iter22","present",77
"V6","V11","iter22","present",68
"V7","V11","iter22","present",102
"V8","V11","iter22","present",98
"V9","V11","iter22","present",73
"V10","V11","iter22","present",82
"V11","V11","iter22","present",85
"V12","V11","iter22","present",71
"V13","V11","iter22","present",75
"T","V11","iter22","present",0
"V1","V12","iter22","present",95
"V2","V12","iter22","present",109
"V3","V12","iter22","present",72
"V4","V12","iter22","present",106
"V5","V12","iter22","present",65
"V6","V12","iter22","present",85
"V7","V12","iter22","present",92
"V8","V12","iter22","present",90
"V9","V12","iter22","present",80
"V10","V12","iter22","present",70
"V11","V12","iter22","present",67
"V12","V12","iter22","present",86
"V13","V12","iter22","present",89
"T","V12","iter22","present",0
"V1","V13","iter22","present",99
"V2","V13","iter22","present",115
"V3","V13","iter22","present",88
"V4","V13","iter22","present",103
"V5","V13","iter22","present",73
"V6","V13","iter22","present",107
"V7","V13","iter22","present",110
"V8","V13","iter22","present",86
"V9","V13","iter22","present",89
"V10","V13","iter22","present",66
"V11","V13","iter22","present",81
"V12","V13","iter22","present",72
"V13","V13","iter22","present",125
"T","V13","iter22","present",0
"V1","T","iter22","present",1253
"V2","T","iter22","present",1220
"V3","T","iter22","present",1298
"V4","T","iter22","present",1256
"V5","T","iter22","present",1054
"V6","T","iter22","present",1109
"V7","T","iter22","present",1211
"V8","T","iter22","present",1227
"V9","T","iter22","present",1300
"V10","T","iter22","present",1273
"V11","T","iter22","present",1313
"V12","T","iter22","present",1298
"V13","T","iter22","present",1370
"T","T","iter22","present",0
"V1","V1","iter23","present",158
"V2","V1","iter23","present",90
"V3","V1","iter23","present",91
"V4","V1","iter23","present",100
"V5","V1","iter23","present",106
"V6","V1","iter23","present",142
"V7","V1","iter23","present",130
"V8","V1","iter23","present",133
"V9","V1","iter23","present",73
"V10","V1","iter23","present",107
"V11","V1","iter23","present",61
"V12","V1","iter23","present",90
"V13","V1","iter23","present",107
"T","V1","iter23","present",0
"V1","V2","iter23","present",98
"V2","V2","iter23","present",71
"V3","V2","iter23","present",72
"V4","V2","iter23","present",92
"V5","V2","iter23","present",74
"V6","V2","iter23","present",84
"V7","V2","iter23","present",85
"V8","V2","iter23","present",129
