"node_from","node_to","iteration","edge_type","value"
"T","V6","iter10","fixation",0
"V1","V7","iter10","fixation",107.59686516855
"V2","V7","iter10","fixation",109.900766668709
"V3","V7","iter10","fixation",137.696382925196
"V4","V7","iter10","fixation",41.2525035084015
"V5","V7","iter10","fixation",35.1145583834051
"V6","V7","iter10","fixation",46.272354967006
"V7","V7","iter10","fixation",72.0153769654525
"V8","V7","iter10","fixation",74.2622007820963
"V9","V7","iter10","fixation",54.7917474617994
"V10","V7","iter10","fixation",60.3709295195884
"V11","V7","iter10","fixation",86.9366655176261
"V12","V7","iter10","fixation",51.1722363525482
"V13","V7","iter10","fixation",76.8159280015949
"T","V7","iter10","fixation",0
"V1","V8","iter10","fixation",102.95263847266
"V2","V8","iter10","fixation",113.145824690152
"V3","V8","iter10","fixation",127.071707363201
"V4","V8","iter10","fixation",33.4942069175943
"V5","V8","iter10","fixation",43.5879400008264
"V6","V8","iter10","fixation",53.9913078030754
"V7","V8","iter10","fixation",60.0778450355023
"V8","V8","iter10","fixation",54.5021908592649
"V9","V8","iter10","fixation",65.8727280857267
"V10","V8","iter10","fixation",60.5773294229905
"V11","V8","iter10","fixation",73.2028747788303
"V12","V8","iter10","fixation",45.358063657296
"V13","V8","iter10","fixation",53.5823717462459
"T","V8","iter10","fixation",0
"V1","V9","iter10","fixation",115.74509548211
"V2","V9","iter10","fixation",133.833760181925
"V3","V9","iter10","fixation",145.255725248393
"V4","V9","iter10","fixation",42.9015653755886
"V5","V9","iter10","fixation",51.7538586622747
"V6","V9","iter10","fixation",57.9665819301432
"V7","V9","iter10","fixation",55.0056568103239
"V8","V9","iter10","fixation",57.3708903342203
"V9","V9","iter10","fixation",43.7786015971408
"V10","V9","iter10","fixation",49.6502149491166
"V11","V9","iter10","fixation",82.3960504701216
"V12","V9","iter10","fixation",48.698436041243
"V13","V9","iter10","fixation",64.6369886036974
"T","V9","iter10","fixation",0
"V1","V10","iter10","fixation",104.582288229284
"V2","V10","iter10","fixation",125.909229862898
"V3","V10","iter10","fixation",123.069347499747
"V4","V10","iter10","fixation",60.7222334603213
"V5","V10","iter10","fixation",62.5326127394394
"V6","V10","iter10","fixation",50.2059636242058
"V7","V10","iter10","fixation",57.8983152630808
"V8","V10","iter10","fixation",42.9265270409343
"V9","V10","iter10","fixation",69.9233064240775
"V10","V10","iter10","fixation",74.610531823945
"V11","V10","iter10","fixation",62.1178293599696
"V12","V10","iter10","fixation",53.2993441890251
"V13","V10","iter10","fixation",98.2496494167183
"T","V10","iter10","fixation",0
"V1","V11","iter10","fixation",106.939431477347
"V2","V11","iter10","fixation",200.953867035703
"V3","V11","iter10","fixation",119.792216281781
"V4","V11","iter10","fixation",56.7699444549902
"V5","V11","iter10","fixation",59.1638609877979
"V6","V11","iter10","fixation",50.9802775268852
"V7","V11","iter10","fixation",71.3348101931006
"V8","V11","iter10","fixation",61.7852551551022
"V9","V11","iter10","fixation",70.8956305493545
"V10","V11","iter10","fixation",61.6636424305532
"V11","V11","iter10","fixation",61.2159390623193
"V12","V11","iter10","fixation",65.4072687319464
"V13","V11","iter10","fixation",107.829188769677
"T","V11","iter10","fixation",0
"V1","V12","iter10","fixation",118.653361656338
"V2","V12","iter10","fixation",111.111417892302
"V3","V12","iter10","fixation",91.9333934450619
"V4","V12","iter10","fixation",45.772837421848
"V5","V12","iter10","fixation",59.1604018173619
"V6","V12","iter10","fixation",47.4205924633035
"V7","V12","iter10","fixation",42.8655588760203
"V8","V12","iter10","fixation",48.365908885358
"V9","V12","iter10","fixation",58.2989727779871
"V10","V12","iter10","fixation",67.1434351354586
"V11","V12","iter10","fixation",80.9537257129203
"V12","V12","iter10","fixation",54.7290987941226
"V13","V12","iter10","fixation",60.3783138951884
"T","V12","iter10","fixation",0
"V1","V13","iter10","fixation",100.233714208135
"V2","V13","iter10","fixation",158.966849466738
"V3","V13","iter10","fixation",129.212329148363
"V4","V13","iter10","fixation",56.040183940154
"V5","V13","iter10","fixation",58.4672286896451
"V6","V13","iter10","fixation",37.5456820606328
"V7","V13","iter10","fixation",69.9893059298003
"V8","V13","iter10","fixation",48.0542470621258
"V9","V13","iter10","fixation",50.0649649419634
"V10","V13","iter10","fixation",82.2865137635487
"V11","V13","iter10","fixation",92.6015257347432
"V12","V13","iter10","fixation",55.0006282874334
"V13","V13","iter10","fixation",72.8969611198114
"T","V13","iter10","fixation",0
"V1","T","iter10","fixation",922.29239868846
"V2","T","iter10","fixation",1100.54628440308
"V3","T","iter10","fixation",998.97889784887
"V4","T","iter10","fixation",929.471656801595
"V5","T","iter10","fixation",1013.468555234
"V6","T","iter10","fixation",1022.81339514123
"V7","T","iter10","fixation",1052.52401666139
"V8","T","iter10","fixation",1017.21466207113
"V9","T","iter10","fixation",1026.59180162467
"V10","T","iter10","fixation",1083.25703869325
"V11","T","iter10","fixation",1120.25958047919
"V12","T","iter10","fixation",993.812598403545
"V13","T","iter10","fixation",1065.3894997961
"T","T","iter10","fixation",0
"V1","V1","iter11","fixation",124.223231118662
"V2","V1","iter11","fixation",149.892305279817
"V3","V1","iter11","fixation",152.364108725166
"V4","V1","iter11","fixation",68.7386912137607
"V5","V1","iter11","fixation",55.9768978508267
"V6","V1","iter11","fixation",53.6236111433933
"V7","V1","iter11","fixation",59.1036347859348
"V8","V1","iter11","fixation",80.6724356527646
"V9","V1","iter11","fixation",92.1458950823882
"V10","V1","iter11","fixation",103.70692237198
"V11","V1","iter11","fixation",44.7294785537302
"V12","V1","iter11","fixation",84.7375052730755
"V13","V1","iter11","fixation",105.245995650218
"T","V1","iter11","fixation",0
"V1","V2","iter11","fixation",187.680047559815
"V2","V2","iter11","fixation",145.659694709842
"V3","V2","iter11","fixation",157.286524454272
"V4","V2","iter11","fixation",74.3157795862842
"V5","V2","iter11","fixation",69.4115162497907
"V6","V2","iter11","fixation",48.8759121799048
"V7","V2","iter11","fixation",73.8272277192986
"V8","V2","iter11","fixation",69.4516852210383
"V9","V2","iter11","fixation",68.293020846715
"V10","V2","iter11","fixation",107.153799863425
"V11","V2","iter11","fixation",67.4158533492714
"V12","V2","iter11","fixation",85.2257523666828
"V13","V2","iter11","fixation",86.2485266155263
"T","V2","iter11","fixation",0
"V1","V3","iter11","fixation",195.98877170171
"V2","V3","iter11","fixation",189.518917517211
"V3","V3","iter11","fixation",158.963869226231
"V4","V3","iter11","fixation",67.5372909126195
"V5","V3","iter11","fixation",65.6580876771053
"V6","V3","iter11","fixation",68.0232779606977
"V7","V3","iter11","fixation",51.9203374519682
"V8","V3","iter11","fixation",78.1728072853358
"V9","V3","iter11","fixation",81.0303335312874
"V10","V3","iter11","fixation",115.495726151835
"V11","V3","iter11","fixation",59.4978505944479
"V12","V3","iter11","fixation",89.8808025601388
"V13","V3","iter11","fixation",78.344079738107
"T","V3","iter11","fixation",0
"V1","V4","iter11","fixation",90.9165300579594
"V2","V4","iter11","fixation",127.218049260197
"V3","V4","iter11","fixation",124.666805300154
"V4","V4","iter11","fixation",64.8597110325883
"V5","V4","iter11","fixation",47.7794338140702
"V6","V4","iter11","fixation",35.5311301305812
"V7","V4","iter11","fixation",48.6605864748338
"V8","V4","iter11","fixation",54.5975546943832
"V9","V4","iter11","fixation",56.5532082388812
"V10","V4","iter11","fixation",75.1393202273141
"V11","V4","iter11","fixation",51.0136486082285
"V12","V4","iter11","fixation",51.1964081491788
"V13","V4","iter11","fixation",52.0385222407266
"T","V4","iter11","fixation",0
"V1","V5","iter11","fixation",109.760549323479
"V2","V5","iter11","fixation",115.205017558149
"V3","V5","iter11","fixation",109.573375008816
"V4","V5","iter11","fixation",52.7270730900678
"V5","V5","iter11","fixation",54.7607145103008
"V6","V5","iter11","fixation",46.694526623583
"V7","V5","iter11","fixation",48.9393974972323
"V8","V5","iter11","fixation",61.8831088062715
"V9","V5","iter11","fixation",60.9293840960561
"V10","V5","iter11","fixation",90.9590289309761
"V11","V5","iter11","fixation",41.7894729941701
"V12","V5","iter11","fixation",58.2326938372617
"V13","V5","iter11","fixation",59.8880852133964
"T","V5","iter11","fixation",0
"V1","V6","iter11","fixation",86.9653139694498
"V2","V6","iter11","fixation",102.284755229831
"V3","V6","iter11","fixation",84.926726797649
"V4","V6","iter11","fixation",56.1925936186999
"V5","V6","iter11","fixation",48.0946223572872
"V6","V6","iter11","fixation",56.3263126118765
"V7","V6","iter11","fixation",44.8921758010025
"V8","V6","iter11","fixation",52.6627850387983
"V9","V6","iter11","fixation",38.3859575740165
"V10","V6","iter11","fixation",67.5419979565362
"V11","V6","iter11","fixation",44.1021250069122
"V12","V6","iter11","fixation",55.9651954954668
"V13","V6","iter11","fixation",55.0386476562857
"T","V6","iter11","fixation",0
"V1","V7","iter11","fixation",97.1095356693825
"V2","V7","iter11","fixation",106.479683181142
"V3","V7","iter11","fixation",113.91574303824
"V4","V7","iter11","fixation",33.5315051035583
"V5","V7","iter11","fixation",57.6825429726237
"V6","V7","iter11","fixation",46.1807196733129
"V7","V7","iter11","fixation",43.791355425987
"V8","V7","iter11","fixation",43.7120998498936
"V9","V7","iter11","fixation",43.2859961496208
"V10","V7","iter11","fixation",86.146307288753
"V11","V7","iter11","fixation",41.9011243028162
"V12","V7","iter11","fixation",52.6813556739704
"V13","V7","iter11","fixation",51.5697965123494
"T","V7","iter11","fixation",0
"V1","V8","iter11","fixation",101.444502374116
"V2","V8","iter11","fixation",120.768344180421
"V3","V8","iter11","fixation",128.647274270732
"V4","V8","iter11","fixation",51.6203269779411
"V5","V8","iter11","fixation",72.2433442694561
"V6","V8","iter11","fixation",41.5557838053619
"V7","V8","iter11","fixation",50.890220400578
"V8","V8","iter11","fixation",53.1446328985629
"V9","V8","iter11","fixation",53.3074629042369
"V10","V8","iter11","fixation",76.8295804124144
"V11","V8","iter11","fixation",42.2069053208605
"V12","V8","iter11","fixation",55.3841233925596
"V13","V8","iter11","fixation",60.0343721294104
"T","V8","iter11","fixation",0
"V1","V9","iter11","fixation",131.363314948107
"V2","V9","iter11","fixation",114.616360437435
"V3","V9","iter11","fixation",135.210089441476
"V4","V9","iter11","fixation",52.5852611204715
"V5","V9","iter11","fixation",67.1677548302881
"V6","V9","iter11","fixation",40.6151511206632
"V7","V9","iter11","fixation",39.8681382138243
"V8","V9","iter11","fixation",50.8549527343574
"V9","V9","iter11","fixation",59.0950331597945
"V10","V9","iter11","fixation",90.991834341899
"V11","V9","iter11","fixation",44.2908399248062
"V12","V9","iter11","fixation",57.5582201564847
"V13","V9","iter11","fixation",62.3334596471663
"T","V9","iter11","fixation",0
"V1","V10","iter11","fixation",162.558386281671
"V2","V10","iter11","fixation",115.920109374885
"V3","V10","iter11","fixation",165.471494296479
"V4","V10","iter11","fixation",84.1695004328101
"V5","V10","iter11","fixation",70.9313777672303
"V6","V10","iter11","fixation",42.6213903826234
"V7","V10","iter11","fixation",62.0044010443258
"V8","V10","iter11","fixation",73.2953959146095
"V9","V10","iter11","fixation",87.7109096792913
"V10","V10","iter11","fixation",98.0672809856523
"V11","V10","iter11","fixation",65.2852283038334
"V12","V10","iter11","fixation",74.4188671526745
"V13","V10","iter11","fixation",68.7716310665251
"T","V10","iter11","fixation",0
"V1","V11","iter11","fixation",91.9614880891307
"V2","V11","iter11","fixation",88.2216809085061
"V3","V11","iter11","fixation",87.9874702082388
"V4","V11","iter11","fixation",50.2603512070156
"V5","V11","iter11","fixation",55.1218163382749
"V6","V11","iter11","fixation",38.3502802994799
"V7","V11","iter11","fixation",36.4665673559095
"V8","V11","iter11","fixation",57.0192840214877
"V9","V11","iter11","fixation",66.3700950484153
"V10","V11","iter11","fixation",69.6609441228819
"V11","V11","iter11","fixation",48.2720581002292
"V12","V11","iter11","fixation",70.0168429124971
"V13","V11","iter11","fixation",58.5540937414475
"T","V11","iter11","fixation",0
"V1","V12","iter11","fixation",137.956334329426
"V2","V12","iter11","fixation",130.563787685427
"V3","V12","iter11","fixation",112.049062962506
"V4","V12","iter11","fixation",53.268466549071
"V5","V12","iter11","fixation",64.6267946916426
"V6","V12","iter11","fixation",50.7660801219717
"V7","V12","iter11","fixation",45.9528012020273
"V8","V12","iter11","fixation",56.5977930730538
"V9","V12","iter11","fixation",59.0191087179187
"V10","V12","iter11","fixation",91.9551018354466
"V11","V12","iter11","fixation",44.2871197515757
"V12","V12","iter11","fixation",60.8632414491154
"V13","V12","iter11","fixation",73.7349204809066
"T","V12","iter11","fixation",0
"V1","V13","iter11","fixation",127.828083648476
"V2","V13","iter11","fixation",115.45685335113
"V3","V13","iter11","fixation",151.442125011896
"V4","V13","iter11","fixation",56.6564476089703
"V5","V13","iter11","fixation",77.9275320324174
"V6","V13","iter11","fixation",46.2977570675303
"V7","V13","iter11","fixation",56.0741475303993
"V8","V13","iter11","fixation",58.8410697116965
"V9","V13","iter11","fixation",63.6195935122821
"V10","V13","iter11","fixation",74.0716767366716
"V11","V13","iter11","fixation",57.9742638468374
"V12","V13","iter11","fixation",68.8135343430034
"V13","V13","iter11","fixation",83.0876609602583
"T","V13","iter11","fixation",0
"V1","T","iter11","fixation",974.782744557858
"V2","T","iter11","fixation",1068.51765089537
"V3","T","iter11","fixation",1090.46771271415
"V4","T","iter11","fixation",1003.91489008213
"V5","T","iter11","fixation",958.320063104491
"V6","T","iter11","fixation",952.296863037107
"V7","T","iter11","fixation",935.141443606047
"V8","T","iter11","fixation",989.933141262638
"V9","T","iter11","fixation",1018.73154773171
"V10","T","iter11","fixation",1192.31595046087
"V11","T","iter11","fixation",938.388280985462
"V12","T","iter11","fixation",1085.01854727534
"V13","T","iter11","fixation",1160.02291937733
"T","T","iter11","fixation",0
"V1","V1","iter12","fixation",142.171713956038
"V2","V1","iter12","fixation",186.652653596163
"V3","V1","iter12","fixation",202.981214666651
"V4","V1","iter12","fixation",107.985878628053
"V5","V1","iter12","fixation",96.2591529035862
"V6","V1","iter12","fixation",67.6398515689964
"V7","V1","iter12","fixation",76.858943087044
"V8","V1","iter12","fixation",79.3261496143694
"V9","V1","iter12","fixation",86.3214501282539
"V10","V1","iter12","fixation",75.9190985841612
"V11","V1","iter12","fixation",89.1700106233727
"V12","V1","iter12","fixation",63.7930832547315
"V13","V1","iter12","fixation",95.8549733085308
"T","V1","iter12","fixation",0
"V1","V2","iter12","fixation",190.733399926778
"V2","V2","iter12","fixation",111.145852300832
"V3","V2","iter12","fixation",150.223424210324
"V4","V2","iter12","fixation",78.5121441707245
"V5","V2","iter12","fixation",70.4731725961492
"V6","V2","iter12","fixation",78.0451454581532
"V7","V2","iter12","fixation",57.1885435856368
"V8","V2","iter12","fixation",56.0487155757656
"V9","V2","iter12","fixation",67.72835937672
"V10","V2","iter12","fixation",57.8076751522177
"V11","V2","iter12","fixation",94.1749236131852
"V12","V2","iter12","fixation",60.3933695503497
"V13","V2","iter12","fixation",79.7471247822308
"T","V2","iter12","fixation",0
"V1","V3","iter12","fixation",193.365934514995
"V2","V3","iter12","fixation",177.796594263319
"V3","V3","iter12","fixation",110.968604077376
"V4","V3","iter12","fixation",78.7080642939634
"V5","V3","iter12","fixation",88.0919468425499
"V6","V3","iter12","fixation",70.5066603589168
"V7","V3","iter12","fixation",64.5517258168472
"V8","V3","iter12","fixation",71.1725006461035
"V9","V3","iter12","fixation",63.0717822933129
"V10","V3","iter12","fixation",60.4441237493443
"V11","V3","iter12","fixation",76.9526681679467
"V12","V3","iter12","fixation",63.8478755726613
"V13","V3","iter12","fixation",71.036732197505
"T","V3","iter12","fixation",0
"V1","V4","iter12","fixation",108.221375048365
"V2","V4","iter12","fixation",104.007651049583
"V3","V4","iter12","fixation",179.500743122911
"V4","V4","iter12","fixation",73.8040205125984
"V5","V4","iter12","fixation",80.5850871914754
"V6","V4","iter12","fixation",59.4169279858252
"V7","V4","iter12","fixation",52.8903970630302
"V8","V4","iter12","fixation",61.5442839448536
"V9","V4","iter12","fixation",56.1591821446587
"V10","V4","iter12","fixation",43.2891902554654
"V11","V4","iter12","fixation",65.0158840185408
"V12","V4","iter12","fixation",38.7372131077628
"V13","V4","iter12","fixation",63.659808711117
"T","V4","iter12","fixation",0
"V1","V5","iter12","fixation",127.857273646114
"V2","V5","iter12","fixation",144.926268298565
"V3","V5","iter12","fixation",128.023375616813
"V4","V5","iter12","fixation",77.9811945086595
"V5","V5","iter12","fixation",85.4196620449342
"V6","V5","iter12","fixation",54.2829677856982
"V7","V5","iter12","fixation",59.7884188188776
"V8","V5","iter12","fixation",68.587050207179
"V9","V5","iter12","fixation",44.9335430610292
"V10","V5","iter12","fixation",47.8309945487138
"V11","V5","iter12","fixation",70.5437838904121
"V12","V5","iter12","fixation",53.8262894658329
"V13","V5","iter12","fixation",68.8403718171118
"T","V5","iter12","fixation",0
"V1","V6","iter12","fixation",124.901255949795
"V2","V6","iter12","fixation",107.198159674092
"V3","V6","iter12","fixation",94.3496110861299
"V4","V6","iter12","fixation",64.2551754461132
"V5","V6","iter12","fixation",63.1806810760983
"V6","V6","iter12","fixation",53.5854783267282
"V7","V6","iter12","fixation",46.8289556446953
"V8","V6","iter12","fixation",51.9538255753321
"V9","V6","iter12","fixation",39.6235807745639
"V10","V6","iter12","fixation",46.5783166668724
"V11","V6","iter12","fixation",55.3233660786589
"V12","V6","iter12","fixation",62.5122191795844
"V13","V6","iter12","fixation",65.7445473366021
"T","V6","iter12","fixation",0
"V1","V7","iter12","fixation",136.149129858455
"V2","V7","iter12","fixation",88.2177915031384
"V3","V7","iter12","fixation",105.634055079224
"V4","V7","iter12","fixation",60.5034022593735
"V5","V7","iter12","fixation",77.1381672933504
"V6","V7","iter12","fixation",35.9760648249346
"V7","V7","iter12","fixation",81.1642006685382
"V8","V7","iter12","fixation",62.1394744425917
"V9","V7","iter12","fixation",39.4862147554958
"V10","V7","iter12","fixation",59.5088380590886
"V11","V7","iter12","fixation",60.8705611199697
"V12","V7","iter12","fixation",48.8037247238872
"V13","V7","iter12","fixation",61.9097325625013
"T","V7","iter12","fixation",0
"V1","V8","iter12","fixation",145.997876189253
"V2","V8","iter12","fixation",107.389986609153
"V3","V8","iter12","fixation",133.557914615609
"V4","V8","iter12","fixation",66.3285124007214
"V5","V8","iter12","fixation",62.874064733649
"V6","V8","iter12","fixation",48.1851530750516
"V7","V8","iter12","fixation",52.8148919592478
"V8","V8","iter12","fixation",67.5980234786874
"V9","V8","iter12","fixation",42.3011438932103
"V10","V8","iter12","fixation",42.7729105727033
"V11","V8","iter12","fixation",78.9408327694483
"V12","V8","iter12","fixation",49.6510908052183
"V13","V8","iter12","fixation",63.8554513198092
"T","V8","iter12","fixation",0
"V1","V9","iter12","fixation",112.036337996844
"V2","V9","iter12","fixation",93.7315340160896
"V3","V9","iter12","fixation",111.69331934784
"V4","V9","iter12","fixation",53.3679747435712
"V5","V9","iter12","fixation",60.7375747234148
"V6","V9","iter12","fixation",50.7439580004849
"V7","V9","iter12","fixation",47.7751273409468
"V8","V9","iter12","fixation",51.5677878459776
"V9","V9","iter12","fixation",46.4295482110793
"V10","V9","iter12","fixation",28.4910275953336
"V11","V9","iter12","fixation",63.6201960038771
"V12","V9","iter12","fixation",49.9038079428033
"V13","V9","iter12","fixation",66.1716273219018
"T","V9","iter12","fixation",0
"V1","V10","iter12","fixation",131.927914877205
"V2","V10","iter12","fixation",105.136780639118
"V3","V10","iter12","fixation",99.8169629329269
"V4","V10","iter12","fixation",60.6039793278739
"V5","V10","iter12","fixation",69.3156180152273
"V6","V10","iter12","fixation",45.6726131810221
"V7","V10","iter12","fixation",36.5145450503499
"V8","V10","iter12","fixation",49.2459691945448
"V9","V10","iter12","fixation",45.1639421766296
"V10","V10","iter12","fixation",47.6789119817439
"V11","V10","iter12","fixation",50.4042828298167
"V12","V10","iter12","fixation",44.8535253532357
"V13","V10","iter12","fixation",63.8071835599868
"T","V10","iter12","fixation",0
"V1","V11","iter12","fixation",99.4113551617697
"V2","V11","iter12","fixation",119.380525739889
"V3","V11","iter12","fixation",161.966648761456
"V4","V11","iter12","fixation",69.4369823665631
"V5","V11","iter12","fixation",55.4325665173835
"V6","V11","iter12","fixation",47.9387265226964
"V7","V11","iter12","fixation",46.1650948457023
"V8","V11","iter12","fixation",79.5453204279013
"V9","V11","iter12","fixation",46.8728211625143
"V10","V11","iter12","fixation",54.650444106909
"V11","V11","iter12","fixation",64.9865605801376
"V12","V11","iter12","fixation",57.3875949781823
"V13","V11","iter12","fixation",78.9060767057721
"T","V11","iter12","fixation",0
"V1","V12","iter12","fixation",162.644648345668
"V2","V12","iter12","fixation",81.0229251086384
"V3","V12","iter12","fixation",77.4028952330022
"V4","V12","iter12","fixation",66.0420298804696
"V5","V12","iter12","fixation",82.3953964426484
"V6","V12","iter12","fixation",51.2933140394361
"V7","V12","iter12","fixation",42.8694911813604
"V8","V12","iter12","fixation",72.6030673299525
"V9","V12","iter12","fixation",42.9703262240264
"V10","V12","iter12","fixation",42.0233568865535
"V11","V12","iter12","fixation",54.799858254198
"V12","V12","iter12","fixation",63.3479481708814
"V13","V12","iter12","fixation",76.0139481298834
"T","V12","iter12","fixation",0
"V1","V13","iter12","fixation",159.646370232296
"V2","V13","iter12","fixation",89.8700813760395
"V3","V13","iter12","fixation",113.097838887911
"V4","V13","iter12","fixation",69.8627129035591
"V5","V13","iter12","fixation",84.443558523065
"V6","V13","iter12","fixation",51.9600267048898
"V7","V13","iter12","fixation",48.6204115108089
"V8","V13","iter12","fixation",72.5962815787478
"V9","V13","iter12","fixation",62.2132191294663
"V10","V13","iter12","fixation",49.866511886114
"V11","V13","iter12","fixation",73.7860973141936
"V12","V13","iter12","fixation",74.8610716670057
"V13","V13","iter12","fixation",86.05190820274
"T","V13","iter12","fixation",0
"V1","T","iter12","fixation",1084.98074002388
"V2","T","iter12","fixation",949.979424863664
"V3","T","iter12","fixation",971.444714548158
"V4","T","iter12","fixation",1044.12273545601
"V5","T","iter12","fixation",1055.03431717595
"V6","T","iter12","fixation",1018.14860264999
"V7","T","iter12","fixation",1062.19255639019
"V8","T","iter12","fixation",1053.67976506424
"V9","T","iter12","fixation",964.202402338134
"V10","T","iter12","fixation",995.848243438186
"V11","T","iter12","fixation",1039.27188661402
"V12","T","iter12","fixation",1058.18804163485
"V13","T","iter12","fixation",1089.37911531354
"T","T","iter12","fixation",0
"V1","V1","iter13","fixation",173.664858228881
"V2","V1","iter13","fixation",211.150321004848
"V3","V1","iter13","fixation",240.068967830287
"V4","V1","iter13","fixation",70.7118994996959
"V5","V1","iter13","fixation",95.8302382233257
"V6","V1","iter13","fixation",88.1325579097604
"V7","V1","iter13","fixation",75.1425964644474
"V8","V1","iter13","fixation",68.5168911716255
"V9","V1","iter13","fixation",80.7816081507889
"V10","V1","iter13","fixation",80.3686514126264
"V11","V1","iter13","fixation",87.3107462107976
"V12","V1","iter13","fixation",71.9849902737593
"V13","V1","iter13","fixation",91.3601721996026
"T","V1","iter13","fixation",0
"V1","V2","iter13","fixation",221.853625174209
"V2","V2","iter13","fixation",113.449557603718
"V3","V2","iter13","fixation",182.375231598021
"V4","V2","iter13","fixation",54.6635846723209
"V5","V2","iter13","fixation",64.1314987281846
"V6","V2","iter13","fixation",78.1321798665588
"V7","V2","iter13","fixation",74.2184673886574
"V8","V2","iter13","fixation",53.5869977792766
"V9","V2","iter13","fixation",83.4421808470427
"V10","V2","iter13","fixation",82.3608572161735
"V11","V2","iter13","fixation",89.9881413037787
"V12","V2","iter13","fixation",65.5470805102456
"V13","V2","iter13","fixation",63.3942609989102
"T","V2","iter13","fixation",0
"V1","V3","iter13","fixation",204.990117890465
"V2","V3","iter13","fixation",230.077357251083
"V3","V3","iter13","fixation",124.318850097855
"V4","V3","iter13","fixation",58.6784730066628
"V5","V3","iter13","fixation",76.7871834558539
"V6","V3","iter13","fixation",100.669908813777
"V7","V3","iter13","fixation",66.5508468256349
"V8","V3","iter13","fixation",54.6391121861128
"V9","V3","iter13","fixation",67.5518930263998
"V10","V3","iter13","fixation",82.3871935027573
"V11","V3","iter13","fixation",85.8232672007004
"V12","V3","iter13","fixation",57.6553730908782
"V13","V3","iter13","fixation",85.7064656916299
"T","V3","iter13","fixation",0
"V1","V4","iter13","fixation",109.960680592444
"V2","V4","iter13","fixation",111.782979710451
"V3","V4","iter13","fixation",83.3844050558748
"V4","V4","iter13","fixation",53.1134242880278
"V5","V4","iter13","fixation",56.2289968346925
"V6","V4","iter13","fixation",52.5030927156477
"V7","V4","iter13","fixation",49.215716338105
"V8","V4","iter13","fixation",36.6156463244456
"V9","V4","iter13","fixation",39.5881698654714
"V10","V4","iter13","fixation",62.9094988491275
"V11","V4","iter13","fixation",57.5339135376345
"V12","V4","iter13","fixation",41.9231099058734
"V13","V4","iter13","fixation",51.8522707588904
"T","V4","iter13","fixation",0
"V1","V5","iter13","fixation",186.457240559062
"V2","V5","iter13","fixation",117.855846675685
"V3","V5","iter13","fixation",103.828169960332
"V4","V5","iter13","fixation",57.9074978725551
"V5","V5","iter13","fixation",54.1649980464267
"V6","V5","iter13","fixation",70.9583154500177
"V7","V5","iter13","fixation",57.1594312156456
"V8","V5","iter13","fixation",41.5476276974873
"V9","V5","iter13","fixation",43.6886429576983
"V10","V5","iter13","fixation",62.3059588383171
"V11","V5","iter13","fixation",78.1155948935434
"V12","V5","iter13","fixation",64.1084316018894
"V13","V5","iter13","fixation",47.054815418497
"T","V5","iter13","fixation",0
"V1","V6","iter13","fixation",121.468990158676
"V2","V6","iter13","fixation",133.408277460772
"V3","V6","iter13","fixation",103.85274985487
"V4","V6","iter13","fixation",53.1815029653874
"V5","V6","iter13","fixation",75.63061135039
"V6","V6","iter13","fixation",51.4245401303562
"V7","V6","iter13","fixation",54.8267141246085
"V8","V6","iter13","fixation",40.8623087749488
"V9","V6","iter13","fixation",58.8209399763836
"V10","V6","iter13","fixation",70.3047754703163
"V11","V6","iter13","fixation",70.1316181131935
"V12","V6","iter13","fixation",51.8135122781926
"V13","V6","iter13","fixation",37.5357835654161
"T","V6","iter13","fixation",0
"V1","V7","iter13","fixation",117.715459912682
"V2","V7","iter13","fixation",105.340744533282
"V3","V7","iter13","fixation",132.153218275237
"V4","V7","iter13","fixation",42.0584503309703
"V5","V7","iter13","fixation",54.3556729819037
"V6","V7","iter13","fixation",65.8966083722889
"V7","V7","iter13","fixation",58.9502111980531
"V8","V7","iter13","fixation",43.5697383188535
"V9","V7","iter13","fixation",55.5686307763789
"V10","V7","iter13","fixation",74.8503595219287
"V11","V7","iter13","fixation",74.1692891320113
"V12","V7","iter13","fixation",51.0243320623546
"V13","V7","iter13","fixation",57.1605515847208
"T","V7","iter13","fixation",0
"V1","V8","iter13","fixation",142.828321491695
"V2","V8","iter13","fixation",102.0862969947
"V3","V8","iter13","fixation",109.370498986608
"V4","V8","iter13","fixation",33.8057179907605
"V5","V8","iter13","fixation",45.0657756426706
"V6","V8","iter13","fixation",53.0359130000443
"V7","V8","iter13","fixation",46.4831207759647
"V8","V8","iter13","fixation",35.9550913483041
"V9","V8","iter13","fixation",41.5931061474185
"V10","V8","iter13","fixation",43.8664164476921
"V11","V8","iter13","fixation",64.6206556188086
"V12","V8","iter13","fixation",50.5021057517984
"V13","V8","iter13","fixation",35.6027850087358
"T","V8","iter13","fixation",0
"V1","V9","iter13","fixation",133.905304687253
"V2","V9","iter13","fixation",89.4625231416713
"V3","V9","iter13","fixation",116.618134128618
"V4","V9","iter13","fixation",38.5738830111406
"V5","V9","iter13","fixation",64.3815622432943
"V6","V9","iter13","fixation",59.7729075685218
"V7","V9","iter13","fixation",63.1487416160908
"V8","V9","iter13","fixation",37.4199578668975
"V9","V9","iter13","fixation",54.0930759884263
"V10","V9","iter13","fixation",63.1438902182871
"V11","V9","iter13","fixation",68.9647289411449
"V12","V9","iter13","fixation",41.1463149502092
"V13","V9","iter13","fixation",56.1572120113441
