selected_features,iteration,metric,relevant,value
3,iter1,separability index,4 relevant,0.788
4,iter1,separability index,4 relevant,0.996
5,iter1,separability index,4 relevant,0.984
6,iter1,separability index,4 relevant,0.992
7,iter1,separability index,4 relevant,0.988
8,iter1,separability index,4 relevant,0.988
9,iter1,separability index,4 relevant,0.992
10,iter1,separability index,4 relevant,0.988
11,iter1,separability index,4 relevant,0.988
12,iter1,separability index,4 relevant,0.988
2,iter2,separability index,4 relevant,0.64
3,iter2,separability index,4 relevant,0.796
4,iter2,separability index,4 relevant,0.984
5,iter2,separability index,4 relevant,0.98
6,iter2,separability index,4 relevant,0.98
7,iter2,separability index,4 relevant,0.972
8,iter2,separability index,4 relevant,0.976
9,iter2,separability index,4 relevant,0.98
10,iter2,separability index,4 relevant,0.976
11,iter2,separability index,4 relevant,0.976
12,iter2,separability index,4 relevant,0.972
2,iter3,separability index,4 relevant,0.592
3,iter3,separability index,4 relevant,0.792
4,iter3,separability index,4 relevant,0.98
5,iter3,separability index,4 relevant,0.976
6,iter3,separability index,4 relevant,0.972
7,iter3,separability index,4 relevant,0.972
8,iter3,separability index,4 relevant,0.98
9,iter3,separability index,4 relevant,0.972
10,iter3,separability index,4 relevant,0.964
11,iter3,separability index,4 relevant,0.976
12,iter3,separability index,4 relevant,0.968
2,iter4,separability index,4 relevant,0.604
3,iter4,separability index,4 relevant,0.764
4,iter4,separability index,4 relevant,0.972
5,iter4,separability index,4 relevant,0.98
6,iter4,separability index,4 relevant,0.976
7,iter4,separability index,4 relevant,0.976
8,iter4,separability index,4 relevant,0.976
9,iter4,separability index,4 relevant,0.976
10,iter4,separability index,4 relevant,0.976
11,iter4,separability index,4 relevant,0.976
12,iter4,separability index,4 relevant,0.972
2,iter5,separability index,4 relevant,0.612
3,iter5,separability index,4 relevant,0.796
4,iter5,separability index,4 relevant,1
5,iter5,separability index,4 relevant,0.996
6,iter5,separability index,4 relevant,0.984
7,iter5,separability index,4 relevant,0.992
8,iter5,separability index,4 relevant,0.996
9,iter5,separability index,4 relevant,0.992
10,iter5,separability index,4 relevant,0.996
11,iter5,separability index,4 relevant,0.996
12,iter5,separability index,4 relevant,0.996
2,iter6,separability index,4 relevant,0.556
3,iter6,separability index,4 relevant,0.736
4,iter6,separability index,4 relevant,0.996
5,iter6,separability index,4 relevant,0.984
6,iter6,separability index,4 relevant,0.98
7,iter6,separability index,4 relevant,0.976
8,iter6,separability index,4 relevant,0.984
9,iter6,separability index,4 relevant,0.98
10,iter6,separability index,4 relevant,0.984
11,iter6,separability index,4 relevant,0.992
12,iter6,separability index,4 relevant,0.984
2,iter7,separability index,4 relevant,0.58
3,iter7,separability index,4 relevant,0.768
4,iter7,separability index,4 relevant,0.984
5,iter7,separability index,4 relevant,0.984
6,iter7,separability index,4 relevant,0.976
7,iter7,separability index,4 relevant,0.976
8,iter7,separability index,4 relevant,0.976
9,iter7,separability index,4 relevant,0.964
10,iter7,separability index,4 relevant,0.972
11,iter7,separability index,4 relevant,0.972
12,iter7,separability index,4 relevant,0.976
2,iter8,separability index,4 relevant,0.552
3,iter8,separability index,4 relevant,0.784
4,iter8,separability index,4 relevant,0.976
5,iter8,separability index,4 relevant,0.976
6,iter8,separability index,4 relevant,0.976
7,iter8,separability index,4 relevant,0.984
8,iter8,separability index,4 relevant,0.976
9,iter8,separability index,4 relevant,0.972
10,iter8,separability index,4 relevant,0.976
11,iter8,separability index,4 relevant,0.972
12,iter8,separability index,4 relevant,0.968
2,iter9,separability index,4 relevant,0.628
3,iter9,separability index,4 relevant,0.792
4,iter9,separability index,4 relevant,0.98
5,iter9,separability index,4 relevant,0.972
6,iter9,separability index,4 relevant,0.976
7,iter9,separability index,4 relevant,0.964
8,iter9,separability index,4 relevant,0.96
9,iter9,separability index,4 relevant,0.964
10,iter9,separability index,4 relevant,0.964
11,iter9,separability index,4 relevant,0.968
12,iter9,separability index,4 relevant,0.968
2,iter10,separability index,4 relevant,0.576
3,iter10,separability index,4 relevant,0.824
4,iter10,separability index,4 relevant,0.992
5,iter10,separability index,4 relevant,1
6,iter10,separability index,4 relevant,0.992
7,iter10,separability index,4 relevant,0.992
8,iter10,separability index,4 relevant,0.988
9,iter10,separability index,4 relevant,0.996
10,iter10,separability index,4 relevant,0.996
11,iter10,separability index,4 relevant,0.992
12,iter10,separability index,4 relevant,0.996
2,iter11,separability index,4 relevant,0.536
3,iter11,separability index,4 relevant,0.772
4,iter11,separability index,4 relevant,0.976
5,iter11,separability index,4 relevant,0.972
6,iter11,separability index,4 relevant,0.976
7,iter11,separability index,4 relevant,0.96
8,iter11,separability index,4 relevant,0.968
9,iter11,separability index,4 relevant,0.972
10,iter11,separability index,4 relevant,0.968
11,iter11,separability index,4 relevant,0.972
12,iter11,separability index,4 relevant,0.972
2,iter12,separability index,4 relevant,0.568
3,iter12,separability index,4 relevant,0.792
4,iter12,separability index,4 relevant,0.98
5,iter12,separability index,4 relevant,0.98
6,iter12,separability index,4 relevant,0.98
7,iter12,separability index,4 relevant,0.984
8,iter12,separability index,4 relevant,0.992
9,iter12,separability index,4 relevant,0.992
10,iter12,separability index,4 relevant,0.988
11,iter12,separability index,4 relevant,0.988
12,iter12,separability index,4 relevant,0.988
2,iter13,separability index,4 relevant,0.66
3,iter13,separability index,4 relevant,0.8
4,iter13,separability index,4 relevant,1
5,iter13,separability index,4 relevant,0.996
6,iter13,separability index,4 relevant,1
7,iter13,separability index,4 relevant,1
8,iter13,separability index,4 relevant,1
9,iter13,separability index,4 relevant,0.996
10,iter13,separability index,4 relevant,0.996
11,iter13,separability index,4 relevant,0.992
12,iter13,separability index,4 relevant,0.996
2,iter14,separability index,4 relevant,0.592
3,iter14,separability index,4 relevant,0.804
4,iter14,separability index,4 relevant,0.988
5,iter14,separability index,4 relevant,0.984
6,iter14,separability index,4 relevant,0.98
7,iter14,separability index,4 relevant,0.98
8,iter14,separability index,4 relevant,0.972
9,iter14,separability index,4 relevant,0.976
10,iter14,separability index,4 relevant,0.976
11,iter14,separability index,4 relevant,0.98
12,iter14,separability index,4 relevant,0.976
2,iter15,separability index,4 relevant,0.52
3,iter15,separability index,4 relevant,0.8
4,iter15,separability index,4 relevant,0.976
5,iter15,separability index,4 relevant,0.968
6,iter15,separability index,4 relevant,0.964
7,iter15,separability index,4 relevant,0.964
8,iter15,separability index,4 relevant,0.96
9,iter15,separability index,4 relevant,0.964
10,iter15,separability index,4 relevant,0.964
11,iter15,separability index,4 relevant,0.956
12,iter15,separability index,4 relevant,0.956
2,iter16,separability index,4 relevant,0.552
3,iter16,separability index,4 relevant,0.776
4,iter16,separability index,4 relevant,0.988
5,iter16,separability index,4 relevant,0.98
6,iter16,separability index,4 relevant,0.98
7,iter16,separability index,4 relevant,0.98
8,iter16,separability index,4 relevant,0.964
9,iter16,separability index,4 relevant,0.984
10,iter16,separability index,4 relevant,0.976
11,iter16,separability index,4 relevant,0.984
12,iter16,separability index,4 relevant,0.98
2,iter17,separability index,4 relevant,0.548
3,iter17,separability index,4 relevant,0.788
4,iter17,separability index,4 relevant,0.976
5,iter17,separability index,4 relevant,0.976
6,iter17,separability index,4 relevant,0.976
7,iter17,separability index,4 relevant,0.972
8,iter17,separability index,4 relevant,0.976
9,iter17,separability index,4 relevant,0.976
10,iter17,separability index,4 relevant,0.976
11,iter17,separability index,4 relevant,0.964
12,iter17,separability index,4 relevant,0.972
2,iter18,separability index,4 relevant,0.624
3,iter18,separability index,4 relevant,0.776
4,iter18,separability index,4 relevant,0.984
5,iter18,separability index,4 relevant,0.98
6,iter18,separability index,4 relevant,0.976
7,iter18,separability index,4 relevant,0.976
8,iter18,separability index,4 relevant,0.976
9,iter18,separability index,4 relevant,0.976
10,iter18,separability index,4 relevant,0.98
11,iter18,separability index,4 relevant,0.984
12,iter18,separability index,4 relevant,0.976
2,iter19,separability index,4 relevant,0.568
3,iter19,separability index,4 relevant,0.788
4,iter19,separability index,4 relevant,0.984
5,iter19,separability index,4 relevant,0.984
6,iter19,separability index,4 relevant,0.98
7,iter19,separability index,4 relevant,0.98
8,iter19,separability index,4 relevant,0.98
9,iter19,separability index,4 relevant,0.992
10,iter19,separability index,4 relevant,0.984
11,iter19,separability index,4 relevant,0.98
12,iter19,separability index,4 relevant,0.984
2,iter20,separability index,4 relevant,0.552
3,iter20,separability index,4 relevant,0.788
4,iter20,separability index,4 relevant,0.98
5,iter20,separability index,4 relevant,0.98
6,iter20,separability index,4 relevant,0.984
7,iter20,separability index,4 relevant,0.976
8,iter20,separability index,4 relevant,0.98
9,iter20,separability index,4 relevant,0.972
10,iter20,separability index,4 relevant,0.972
11,iter20,separability index,4 relevant,0.972
12,iter20,separability index,4 relevant,0.964
2,iter21,separability index,4 relevant,0.552
3,iter21,separability index,4 relevant,0.776
4,iter21,separability index,4 relevant,0.984
5,iter21,separability index,4 relevant,0.984
6,iter21,separability index,4 relevant,0.992
7,iter21,separability index,4 relevant,0.988
8,iter21,separability index,4 relevant,0.984
9,iter21,separability index,4 relevant,0.988
10,iter21,separability index,4 relevant,0.992
11,iter21,separability index,4 relevant,0.992
12,iter21,separability index,4 relevant,0.984
2,iter22,separability index,4 relevant,0.588
3,iter22,separability index,4 relevant,0.792
4,iter22,separability index,4 relevant,0.98
5,iter22,separability index,4 relevant,0.984
6,iter22,separability index,4 relevant,0.984
7,iter22,separability index,4 relevant,0.988
8,iter22,separability index,4 relevant,0.984
9,iter22,separability index,4 relevant,0.98
10,iter22,separability index,4 relevant,0.984
11,iter22,separability index,4 relevant,0.988
12,iter22,separability index,4 relevant,0.984
2,iter23,separability index,4 relevant,0.588
3,iter23,separability index,4 relevant,0.804
4,iter23,separability index,4 relevant,0.984
5,iter23,separability index,4 relevant,0.988
6,iter23,separability index,4 relevant,0.988
7,iter23,separability index,4 relevant,0.984
8,iter23,separability index,4 relevant,0.988
9,iter23,separability index,4 relevant,0.988
10,iter23,separability index,4 relevant,0.992
11,iter23,separability index,4 relevant,0.992
12,iter23,separability index,4 relevant,0.992
2,iter24,separability index,4 relevant,0.596
3,iter24,separability index,4 relevant,0.784
4,iter24,separability index,4 relevant,0.964
5,iter24,separability index,4 relevant,0.976
6,iter24,separability index,4 relevant,0.964
7,iter24,separability index,4 relevant,0.964
8,iter24,separability index,4 relevant,0.964
9,iter24,separability index,4 relevant,0.956
10,iter24,separability index,4 relevant,0.952
11,iter24,separability index,4 relevant,0.96
12,iter24,separability index,4 relevant,0.968
2,iter25,separability index,4 relevant,0.576
3,iter25,separability index,4 relevant,0.78
4,iter25,separability index,4 relevant,0.992
5,iter25,separability index,4 relevant,0.988
6,iter25,separability index,4 relevant,0.992
7,iter25,separability index,4 relevant,0.992
8,iter25,separability index,4 relevant,0.988
9,iter25,separability index,4 relevant,0.996
10,iter25,separability index,4 relevant,0.988
11,iter25,separability index,4 relevant,0.988
12,iter25,separability index,4 relevant,0.984
2,iter26,separability index,4 relevant,0.572
3,iter26,separability index,4 relevant,0.764
4,iter26,separability index,4 relevant,0.976
5,iter26,separability index,4 relevant,0.984
6,iter26,separability index,4 relevant,0.968
7,iter26,separability index,4 relevant,0.976
8,iter26,separability index,4 relevant,0.98
9,iter26,separability index,4 relevant,0.984
10,iter26,separability index,4 relevant,0.992
11,iter26,separability index,4 relevant,0.984
12,iter26,separability index,4 relevant,0.98
2,iter27,separability index,4 relevant,0.544
3,iter27,separability index,4 relevant,0.752
4,iter27,separability index,4 relevant,0.988
5,iter27,separability index,4 relevant,0.976
6,iter27,separability index,4 relevant,0.98
7,iter27,separability index,4 relevant,0.98
8,iter27,separability index,4 relevant,0.984
9,iter27,separability index,4 relevant,0.98
10,iter27,separability index,4 relevant,0.976
11,iter27,separability index,4 relevant,0.984
12,iter27,separability index,4 relevant,0.988
2,iter28,separability index,4 relevant,0.612
3,iter28,separability index,4 relevant,0.772
4,iter28,separability index,4 relevant,0.98
5,iter28,separability index,4 relevant,0.984
6,iter28,separability index,4 relevant,0.988
7,iter28,separability index,4 relevant,0.996
8,iter28,separability index,4 relevant,0.988
9,iter28,separability index,4 relevant,0.992
10,iter28,separability index,4 relevant,0.992
11,iter28,separability index,4 relevant,0.988
12,iter28,separability index,4 relevant,0.984
2,iter29,separability index,4 relevant,0.596
3,iter29,separability index,4 relevant,0.812
4,iter29,separability index,4 relevant,0.98
5,iter29,separability index,4 relevant,0.976
6,iter29,separability index,4 relevant,0.976
7,iter29,separability index,4 relevant,0.98
8,iter29,separability index,4 relevant,0.984
9,iter29,separability index,4 relevant,0.976
10,iter29,separability index,4 relevant,0.972
11,iter29,separability index,4 relevant,0.976
12,iter29,separability index,4 relevant,0.984
2,iter30,separability index,4 relevant,0.54
3,iter30,separability index,4 relevant,0.768
4,iter30,separability index,4 relevant,0.992
5,iter30,separability index,4 relevant,1
6,iter30,separability index,4 relevant,1
7,iter30,separability index,4 relevant,1
8,iter30,separability index,4 relevant,1
9,iter30,separability index,4 relevant,1
10,iter30,separability index,4 relevant,0.996
11,iter30,separability index,4 relevant,0.996
12,iter30,separability index,4 relevant,0.992
2,iter1,hypothesis margin,4 relevant,0.204832
3,iter1,hypothesis margin,4 relevant,0.386032
4,iter1,hypothesis margin,4 relevant,0.558856
5,iter1,hypothesis margin,4 relevant,0.49096
6,iter1,hypothesis margin,4 relevant,0.4372
7,iter1,hypothesis margin,4 relevant,0.452504
8,iter1,hypothesis margin,4 relevant,0.422304
9,iter1,hypothesis margin,4 relevant,0.393664
10,iter1,hypothesis margin,4 relevant,0.371056
11,iter1,hypothesis margin,4 relevant,0.3456
12,iter1,hypothesis margin,4 relevant,0.316128
2,iter2,hypothesis margin,4 relevant,0.251384
3,iter2,hypothesis margin,4 relevant,0.393744
4,iter2,hypothesis margin,4 relevant,0.549792
5,iter2,hypothesis margin,4 relevant,0.478288
6,iter2,hypothesis margin,4 relevant,0.428184
7,iter2,hypothesis margin,4 relevant,0.41768
8,iter2,hypothesis margin,4 relevant,0.388992
9,iter2,hypothesis margin,4 relevant,0.366104
10,iter2,hypothesis margin,4 relevant,0.338832
11,iter2,hypothesis margin,4 relevant,0.321672
12,iter2,hypothesis margin,4 relevant,0.306528
2,iter3,hypothesis margin,4 relevant,0.212536
3,iter3,hypothesis margin,4 relevant,0.385736
4,iter3,hypothesis margin,4 relevant,0.549536
5,iter3,hypothesis margin,4 relevant,0.492944
6,iter3,hypothesis margin,4 relevant,0.433208
7,iter3,hypothesis margin,4 relevant,0.429808
8,iter3,hypothesis margin,4 relevant,0.402232
9,iter3,hypothesis margin,4 relevant,0.374856
10,iter3,hypothesis margin,4 relevant,0.347608
11,iter3,hypothesis margin,4 relevant,0.322704
12,iter3,hypothesis margin,4 relevant,0.304088
2,iter4,hypothesis margin,4 relevant,0.25792
3,iter4,hypothesis margin,4 relevant,0.402624
4,iter4,hypothesis margin,4 relevant,0.54964
5,iter4,hypothesis margin,4 relevant,0.484712
6,iter4,hypothesis margin,4 relevant,0.43188
7,iter4,hypothesis margin,4 relevant,0.440656
8,iter4,hypothesis margin,4 relevant,0.413328
9,iter4,hypothesis margin,4 relevant,0.389336
10,iter4,hypothesis margin,4 relevant,0.36128
11,iter4,hypothesis margin,4 relevant,0.335896
12,iter4,hypothesis margin,4 relevant,0.314864
2,iter5,hypothesis margin,4 relevant,0.211744
3,iter5,hypothesis margin,4 relevant,0.393176
4,iter5,hypothesis margin,4 relevant,0.570208
5,iter5,hypothesis margin,4 relevant,0.49844
6,iter5,hypothesis margin,4 relevant,0.44188
7,iter5,hypothesis margin,4 relevant,0.478808
8,iter5,hypothesis margin,4 relevant,0.429552
9,iter5,hypothesis margin,4 relevant,0.397696
10,iter5,hypothesis margin,4 relevant,0.37316
11,iter5,hypothesis margin,4 relevant,0.341544
12,iter5,hypothesis margin,4 relevant,0.31884
2,iter6,hypothesis margin,4 relevant,0.212224
3,iter6,hypothesis margin,4 relevant,0.375944
4,iter6,hypothesis margin,4 relevant,0.540584
5,iter6,hypothesis margin,4 relevant,0.472544
6,iter6,hypothesis margin,4 relevant,0.425504
7,iter6,hypothesis margin,4 relevant,0.417208
8,iter6,hypothesis margin,4 relevant,0.394368
9,iter6,hypothesis margin,4 relevant,0.367552
10,iter6,hypothesis margin,4 relevant,0.351816
11,iter6,hypothesis margin,4 relevant,0.327344
12,iter6,hypothesis margin,4 relevant,0.312824
2,iter7,hypothesis margin,4 relevant,0.13952
3,iter7,hypothesis margin,4 relevant,0.318488
4,iter7,hypothesis margin,4 relevant,0.503968
5,iter7,hypothesis margin,4 relevant,0.426608
6,iter7,hypothesis margin,4 relevant,0.375456
7,iter7,hypothesis margin,4 relevant,0.375256
8,iter7,hypothesis margin,4 relevant,0.354952
9,iter7,hypothesis margin,4 relevant,0.328136
10,iter7,hypothesis margin,4 relevant,0.308552
11,iter7,hypothesis margin,4 relevant,0.297968
12,iter7,hypothesis margin,4 relevant,0.28372
2,iter8,hypothesis margin,4 relevant,0.21316
3,iter8,hypothesis margin,4 relevant,0.387192
4,iter8,hypothesis margin,4 relevant,0.540416
5,iter8,hypothesis margin,4 relevant,0.483144
6,iter8,hypothesis margin,4 relevant,0.428872
7,iter8,hypothesis margin,4 relevant,0.420272
8,iter8,hypothesis margin,4 relevant,0.391984
9,iter8,hypothesis margin,4 relevant,0.362752
10,iter8,hypothesis margin,4 relevant,0.343448
11,iter8,hypothesis margin,4 relevant,0.327384
12,iter8,hypothesis margin,4 relevant,0.31512
2,iter9,hypothesis margin,4 relevant,0.22984
3,iter9,hypothesis margin,4 relevant,0.38364
4,iter9,hypothesis margin,4 relevant,0.534824
5,iter9,hypothesis margin,4 relevant,0.464432
6,iter9,hypothesis margin,4 relevant,0.412856
7,iter9,hypothesis margin,4 relevant,0.414512
8,iter9,hypothesis margin,4 relevant,0.382176
9,iter9,hypothesis margin,4 relevant,0.35716
10,iter9,hypothesis margin,4 relevant,0.348
11,iter9,hypothesis margin,4 relevant,0.32796
12,iter9,hypothesis margin,4 relevant,0.309088
2,iter10,hypothesis margin,4 relevant,0.207216
3,iter10,hypothesis margin,4 relevant,0.421152
4,iter10,hypothesis margin,4 relevant,0.577712
5,iter10,hypothesis margin,4 relevant,0.508096
6,iter10,hypothesis margin,4 relevant,0.459912
7,iter10,hypothesis margin,4 relevant,0.462376
8,iter10,hypothesis margin,4 relevant,0.426008
9,iter10,hypothesis margin,4 relevant,0.38892
10,iter10,hypothesis margin,4 relevant,0.360984
11,iter10,hypothesis margin,4 relevant,0.34092
12,iter10,hypothesis margin,4 relevant,0.317472
2,iter11,hypothesis margin,4 relevant,0.186544
3,iter11,hypothesis margin,4 relevant,0.36308
4,iter11,hypothesis margin,4 relevant,0.511152
5,iter11,hypothesis margin,4 relevant,0.439336
6,iter11,hypothesis margin,4 relevant,0.38948
7,iter11,hypothesis margin,4 relevant,0.385592
8,iter11,hypothesis margin,4 relevant,0.364696
9,iter11,hypothesis margin,4 relevant,0.348104
10,iter11,hypothesis margin,4 relevant,0.329848
11,iter11,hypothesis margin,4 relevant,0.307024
12,iter11,hypothesis margin,4 relevant,0.29052
2,iter12,hypothesis margin,4 relevant,0.17972
3,iter12,hypothesis margin,4 relevant,0.371912
4,iter12,hypothesis margin,4 relevant,0.546376
5,iter12,hypothesis margin,4 relevant,0.479712
6,iter12,hypothesis margin,4 relevant,0.419176
7,iter12,hypothesis margin,4 relevant,0.433488
8,iter12,hypothesis margin,4 relevant,0.398104
9,iter12,hypothesis margin,4 relevant,0.371032
10,iter12,hypothesis margin,4 relevant,0.346368
11,iter12,hypothesis margin,4 relevant,0.323816
12,iter12,hypothesis margin,4 relevant,0.299376
2,iter13,hypothesis margin,4 relevant,0.255376
3,iter13,hypothesis margin,4 relevant,0.403104
4,iter13,hypothesis margin,4 relevant,0.569104
5,iter13,hypothesis margin,4 relevant,0.51056
6,iter13,hypothesis margin,4 relevant,0.465264
7,iter13,hypothesis margin,4 relevant,0.456808
8,iter13,hypothesis margin,4 relevant,0.422008
9,iter13,hypothesis margin,4 relevant,0.398824
10,iter13,hypothesis margin,4 relevant,0.370768
11,iter13,hypothesis margin,4 relevant,0.345032
12,iter13,hypothesis margin,4 relevant,0.328264
2,iter14,hypothesis margin,4 relevant,0.208864
3,iter14,hypothesis margin,4 relevant,0.390792
4,iter14,hypothesis margin,4 relevant,0.532288
5,iter14,hypothesis margin,4 relevant,0.478136
6,iter14,hypothesis margin,4 relevant,0.427768
7,iter14,hypothesis margin,4 relevant,0.428336
8,iter14,hypothesis margin,4 relevant,0.392904
9,iter14,hypothesis margin,4 relevant,0.372936
10,iter14,hypothesis margin,4 relevant,0.346256
11,iter14,hypothesis margin,4 relevant,0.331248
12,iter14,hypothesis margin,4 relevant,0.305464
2,iter15,hypothesis margin,4 relevant,0.177048
3,iter15,hypothesis margin,4 relevant,0.35976
4,iter15,hypothesis margin,4 relevant,0.508952
5,iter15,hypothesis margin,4 relevant,0.445448
6,iter15,hypothesis margin,4 relevant,0.399032
7,iter15,hypothesis margin,4 relevant,0.403144
8,iter15,hypothesis margin,4 relevant,0.374504
9,iter15,hypothesis margin,4 relevant,0.34204
10,iter15,hypothesis margin,4 relevant,0.319256
11,iter15,hypothesis margin,4 relevant,0.303264
12,iter15,hypothesis margin,4 relevant,0.279568
2,iter16,hypothesis margin,4 relevant,0.214064
3,iter16,hypothesis margin,4 relevant,0.39604
4,iter16,hypothesis margin,4 relevant,0.572968
5,iter16,hypothesis margin,4 relevant,0.49992
6,iter16,hypothesis margin,4 relevant,0.457304
7,iter16,hypothesis margin,4 relevant,0.445936
8,iter16,hypothesis margin,4 relevant,0.414952
9,iter16,hypothesis margin,4 relevant,0.391568
10,iter16,hypothesis margin,4 relevant,0.36284
11,iter16,hypothesis margin,4 relevant,0.34608
12,iter16,hypothesis margin,4 relevant,0.325488
2,iter17,hypothesis margin,4 relevant,0.190936
3,iter17,hypothesis margin,4 relevant,0.376736
4,iter17,hypothesis margin,4 relevant,0.507968
5,iter17,hypothesis margin,4 relevant,0.458088
6,iter17,hypothesis margin,4 relevant,0.411616
7,iter17,hypothesis margin,4 relevant,0.39484
8,iter17,hypothesis margin,4 relevant,0.371064
9,iter17,hypothesis margin,4 relevant,0.34688
10,iter17,hypothesis margin,4 relevant,0.3304
11,iter17,hypothesis margin,4 relevant,0.31036
12,iter17,hypothesis margin,4 relevant,0.289672
2,iter18,hypothesis margin,4 relevant,0.238728
3,iter18,hypothesis margin,4 relevant,0.387496
4,iter18,hypothesis margin,4 relevant,0.542416
5,iter18,hypothesis margin,4 relevant,0.490032
6,iter18,hypothesis margin,4 relevant,0.442392
7,iter18,hypothesis margin,4 relevant,0.445336
8,iter18,hypothesis margin,4 relevant,0.414016
9,iter18,hypothesis margin,4 relevant,0.391544
10,iter18,hypothesis margin,4 relevant,0.368856
11,iter18,hypothesis margin,4 relevant,0.33544
12,iter18,hypothesis margin,4 relevant,0.3114
2,iter19,hypothesis margin,4 relevant,0.216528
3,iter19,hypothesis margin,4 relevant,0.401176
4,iter19,hypothesis margin,4 relevant,0.540024
5,iter19,hypothesis margin,4 relevant,0.489592
6,iter19,hypothesis margin,4 relevant,0.431048
7,iter19,hypothesis margin,4 relevant,0.444208
8,iter19,hypothesis margin,4 relevant,0.404224
9,iter19,hypothesis margin,4 relevant,0.369144
10,iter19,hypothesis margin,4 relevant,0.337824
11,iter19,hypothesis margin,4 relevant,0.318584
12,iter19,hypothesis margin,4 relevant,0.48556
2,iter20,hypothesis margin,4 relevant,0.21748
3,iter20,hypothesis margin,4 relevant,0.400056
4,iter20,hypothesis margin,4 relevant,0.531824
5,iter20,hypothesis margin,4 relevant,0.477184
6,iter20,hypothesis margin,4 relevant,0.44332
7,iter20,hypothesis margin,4 relevant,0.422832
8,iter20,hypothesis margin,4 relevant,0.392592
9,iter20,hypothesis margin,4 relevant,0.372168
10,iter20,hypothesis margin,4 relevant,0.350072
11,iter20,hypothesis margin,4 relevant,0.326256
12,iter20,hypothesis margin,4 relevant,0.305912
2,iter21,hypothesis margin,4 relevant,0.229984
3,iter21,hypothesis margin,4 relevant,0.39944
4,iter21,hypothesis margin,4 relevant,0.557696
5,iter21,hypothesis margin,4 relevant,0.503712
6,iter21,hypothesis margin,4 relevant,0.437008
7,iter21,hypothesis margin,4 relevant,0.438736
8,iter21,hypothesis margin,4 relevant,0.40752
9,iter21,hypothesis margin,4 relevant,0.377048
10,iter21,hypothesis margin,4 relevant,0.350328
11,iter21,hypothesis margin,4 relevant,0.3324
12,iter21,hypothesis margin,4 relevant,0.315392
2,iter22,hypothesis margin,4 relevant,0.242768
3,iter22,hypothesis margin,4 relevant,0.381368
4,iter22,hypothesis margin,4 relevant,0.521576
5,iter22,hypothesis margin,4 relevant,0.480184
6,iter22,hypothesis margin,4 relevant,0.42556
7,iter22,hypothesis margin,4 relevant,0.423504
8,iter22,hypothesis margin,4 relevant,0.39304
9,iter22,hypothesis margin,4 relevant,0.359192
10,iter22,hypothesis margin,4 relevant,0.335472
11,iter22,hypothesis margin,4 relevant,0.317296
12,iter22,hypothesis margin,4 relevant,0.298696
2,iter23,hypothesis margin,4 relevant,0.219824
3,iter23,hypothesis margin,4 relevant,0.394632
4,iter23,hypothesis margin,4 relevant,0.545832
5,iter23,hypothesis margin,4 relevant,0.504328
6,iter23,hypothesis margin,4 relevant,0.45008
7,iter23,hypothesis margin,4 relevant,0.445288
8,iter23,hypothesis margin,4 relevant,0.414928
9,iter23,hypothesis margin,4 relevant,0.383648
10,iter23,hypothesis margin,4 relevant,0.36108
11,iter23,hypothesis margin,4 relevant,0.341392
12,iter23,hypothesis margin,4 relevant,0.319504
2,iter24,hypothesis margin,4 relevant,0.216888
3,iter24,hypothesis margin,4 relevant,0.390808
4,iter24,hypothesis margin,4 relevant,0.515928
5,iter24,hypothesis margin,4 relevant,0.461296
6,iter24,hypothesis margin,4 relevant,0.40628
7,iter24,hypothesis margin,4 relevant,0.414592
8,iter24,hypothesis margin,4 relevant,0.388352
9,iter24,hypothesis margin,4 relevant,0.35424
10,iter24,hypothesis margin,4 relevant,0.330248
11,iter24,hypothesis margin,4 relevant,0.319704
12,iter24,hypothesis margin,4 relevant,0.29708
2,iter25,hypothesis margin,4 relevant,0.194208
3,iter25,hypothesis margin,4 relevant,0.404592
4,iter25,hypothesis margin,4 relevant,0.553936
5,iter25,hypothesis margin,4 relevant,0.489096
6,iter25,hypothesis margin,4 relevant,0.43024
7,iter25,hypothesis margin,4 relevant,0.4278
8,iter25,hypothesis margin,4 relevant,0.396784
9,iter25,hypothesis margin,4 relevant,0.37992
10,iter25,hypothesis margin,4 relevant,0.348192
11,iter25,hypothesis margin,4 relevant,0.327464
12,iter25,hypothesis margin,4 relevant,0.300912
2,iter26,hypothesis margin,4 relevant,0.213744
3,iter26,hypothesis margin,4 relevant,0.384464
4,iter26,hypothesis margin,4 relevant,0.535544
5,iter26,hypothesis margin,4 relevant,0.47296
6,iter26,hypothesis margin,4 relevant,0.426568
7,iter26,hypothesis margin,4 relevant,0.427744
8,iter26,hypothesis margin,4 relevant,0.397328
9,iter26,hypothesis margin,4 relevant,0.373072
10,iter26,hypothesis margin,4 relevant,0.352848
11,iter26,hypothesis margin,4 relevant,0.337208
12,iter26,hypothesis margin,4 relevant,0.30808
2,iter27,hypothesis margin,4 relevant,0.205704
3,iter27,hypothesis margin,4 relevant,0.381544
4,iter27,hypothesis margin,4 relevant,0.533968
5,iter27,hypothesis margin,4 relevant,0.47636
6,iter27,hypothesis margin,4 relevant,0.43652
7,iter27,hypothesis margin,4 relevant,0.441568
8,iter27,hypothesis margin,4 relevant,0.407576
9,iter27,hypothesis margin,4 relevant,0.382384
10,iter27,hypothesis margin,4 relevant,0.351944
11,iter27,hypothesis margin,4 relevant,0.335632
12,iter27,hypothesis margin,4 relevant,0.32536
