selected_features,iteration,metric,relevant,value
6,iter19,silhouette,4 relevant,0.113026803010203
7,iter19,silhouette,4 relevant,0.116091942520817
8,iter19,silhouette,4 relevant,0.114135632143668
9,iter19,silhouette,4 relevant,0.112883758193908
10,iter19,silhouette,4 relevant,0.110598698770165
11,iter19,silhouette,4 relevant,0.108260997057201
12,iter19,silhouette,4 relevant,0.107038342405904
2,iter20,silhouette,4 relevant,0.0440109586883254
3,iter20,silhouette,4 relevant,0.0740719912721799
4,iter20,silhouette,4 relevant,0.118307764643134
5,iter20,silhouette,4 relevant,0.116762648570516
6,iter20,silhouette,4 relevant,0.113237070478457
7,iter20,silhouette,4 relevant,0.116092888262338
8,iter20,silhouette,4 relevant,0.114085199463712
9,iter20,silhouette,4 relevant,0.113167392754738
10,iter20,silhouette,4 relevant,0.111210072130115
11,iter20,silhouette,4 relevant,0.107912295976363
12,iter20,silhouette,4 relevant,0.106122867578283
2,iter21,silhouette,4 relevant,0.0432302147396122
3,iter21,silhouette,4 relevant,0.0735070667919653
4,iter21,silhouette,4 relevant,0.120232397634722
5,iter21,silhouette,4 relevant,0.118524597937849
6,iter21,silhouette,4 relevant,0.114352510719491
7,iter21,silhouette,4 relevant,0.118146751944706
8,iter21,silhouette,4 relevant,0.116284911889713
9,iter21,silhouette,4 relevant,0.114436124553226
10,iter21,silhouette,4 relevant,0.11176137360647
11,iter21,silhouette,4 relevant,0.109113735865836
12,iter21,silhouette,4 relevant,0.107868317347522
2,iter22,silhouette,4 relevant,0.0452140496447428
3,iter22,silhouette,4 relevant,0.0731983808851951
4,iter22,silhouette,4 relevant,0.118790598353388
5,iter22,silhouette,4 relevant,0.117667744520538
6,iter22,silhouette,4 relevant,0.114447745258069
7,iter22,silhouette,4 relevant,0.11647502205503
8,iter22,silhouette,4 relevant,0.116417982988293
9,iter22,silhouette,4 relevant,0.113172908339539
10,iter22,silhouette,4 relevant,0.112089714858259
11,iter22,silhouette,4 relevant,0.108990804936924
12,iter22,silhouette,4 relevant,0.106684594331187
2,iter23,silhouette,4 relevant,0.0435065157368299
3,iter23,silhouette,4 relevant,0.0736991220605468
4,iter23,silhouette,4 relevant,0.119274343204669
5,iter23,silhouette,4 relevant,0.118085224341131
6,iter23,silhouette,4 relevant,0.115603080194481
7,iter23,silhouette,4 relevant,0.117439772156707
8,iter23,silhouette,4 relevant,0.115983849215258
9,iter23,silhouette,4 relevant,0.114475529328646
10,iter23,silhouette,4 relevant,0.111676069776147
11,iter23,silhouette,4 relevant,0.110467532524981
12,iter23,silhouette,4 relevant,0.107495691415104
2,iter24,silhouette,4 relevant,0.0440622605029875
3,iter24,silhouette,4 relevant,0.0741681999262714
4,iter24,silhouette,4 relevant,0.11604731191952
5,iter24,silhouette,4 relevant,0.11444972402195
6,iter24,silhouette,4 relevant,0.111971449801185
7,iter24,silhouette,4 relevant,0.113751700601787
8,iter24,silhouette,4 relevant,0.11184868421746
9,iter24,silhouette,4 relevant,0.110352592589418
10,iter24,silhouette,4 relevant,0.107767729059538
11,iter24,silhouette,4 relevant,0.106835931213924
12,iter24,silhouette,4 relevant,0.105053952977548
2,iter25,silhouette,4 relevant,0.0424339362267565
3,iter25,silhouette,4 relevant,0.0733933222819231
4,iter25,silhouette,4 relevant,0.114949919707475
5,iter25,silhouette,4 relevant,0.113728347279556
6,iter25,silhouette,4 relevant,0.109112146936897
7,iter25,silhouette,4 relevant,0.111448757330455
8,iter25,silhouette,4 relevant,0.109913935467055
9,iter25,silhouette,4 relevant,0.108835922521839
10,iter25,silhouette,4 relevant,0.106636064117607
11,iter25,silhouette,4 relevant,0.104297798100177
12,iter25,silhouette,4 relevant,0.104044125954078
2,iter26,silhouette,4 relevant,0.0437747161350113
3,iter26,silhouette,4 relevant,0.0709536995506637
4,iter26,silhouette,4 relevant,0.116116259312413
5,iter26,silhouette,4 relevant,0.114881250323752
6,iter26,silhouette,4 relevant,0.11148595404487
7,iter26,silhouette,4 relevant,0.114244401997135
8,iter26,silhouette,4 relevant,0.112687734971588
9,iter26,silhouette,4 relevant,0.11050040877012
10,iter26,silhouette,4 relevant,0.108523307942859
11,iter26,silhouette,4 relevant,0.107344971808475
12,iter26,silhouette,4 relevant,0.104352194109601
2,iter27,silhouette,4 relevant,0.0411274902412318
3,iter27,silhouette,4 relevant,0.0728642690350935
4,iter27,silhouette,4 relevant,0.118009244865508
5,iter27,silhouette,4 relevant,0.115331791418112
6,iter27,silhouette,4 relevant,0.11148595404487
7,iter27,silhouette,4 relevant,0.11476208739962
8,iter27,silhouette,4 relevant,0.112550248535615
9,iter27,silhouette,4 relevant,0.111372141310468
10,iter27,silhouette,4 relevant,0.109235768875194
11,iter27,silhouette,4 relevant,0.107934499072924
12,iter27,silhouette,4 relevant,0.105557078697288
2,iter28,silhouette,4 relevant,0.0435129923555549
3,iter28,silhouette,4 relevant,0.0731225805198117
4,iter28,silhouette,4 relevant,0.119872919920774
5,iter28,silhouette,4 relevant,0.116117948645157
6,iter28,silhouette,4 relevant,0.114229018742009
7,iter28,silhouette,4 relevant,0.117276959911963
8,iter28,silhouette,4 relevant,0.114109643589176
9,iter28,silhouette,4 relevant,0.111790789380988
10,iter28,silhouette,4 relevant,0.110833893522628
11,iter28,silhouette,4 relevant,0.108508230802954
12,iter28,silhouette,4 relevant,0.107575271653342
2,iter29,silhouette,4 relevant,0.0434279245205613
3,iter29,silhouette,4 relevant,0.0737883647938759
4,iter29,silhouette,4 relevant,0.118557242923271
5,iter29,silhouette,4 relevant,0.117064878247594
6,iter29,silhouette,4 relevant,0.113818833605325
7,iter29,silhouette,4 relevant,0.115888451095238
8,iter29,silhouette,4 relevant,0.11442559532019
9,iter29,silhouette,4 relevant,0.111408084383116
10,iter29,silhouette,4 relevant,0.110842623749946
11,iter29,silhouette,4 relevant,0.107809541440709
12,iter29,silhouette,4 relevant,0.106229326621288
2,iter30,silhouette,4 relevant,0.0422963877335475
3,iter30,silhouette,4 relevant,0.0732221276431441
4,iter30,silhouette,4 relevant,0.12055818356107
5,iter30,silhouette,4 relevant,0.116424578214332
6,iter30,silhouette,4 relevant,0.113526683592186
7,iter30,silhouette,4 relevant,0.116475128014155
8,iter30,silhouette,4 relevant,0.116023850724845
9,iter30,silhouette,4 relevant,0.113797097300964
10,iter30,silhouette,4 relevant,0.112148551111009
11,iter30,silhouette,4 relevant,0.109348461574317
12,iter30,silhouette,4 relevant,0.106286001494569
2,iter1,separability index,4 relevant,0.58
3,iter1,separability index,4 relevant,0.78
4,iter1,separability index,4 relevant,0.992
5,iter1,separability index,4 relevant,0.992
6,iter1,separability index,4 relevant,0.992
7,iter1,separability index,4 relevant,0.988
8,iter1,separability index,4 relevant,0.988
9,iter1,separability index,4 relevant,0.992
10,iter1,separability index,4 relevant,0.988
11,iter1,separability index,4 relevant,0.988
12,iter1,separability index,4 relevant,0.984
2,iter2,separability index,4 relevant,0.648
3,iter2,separability index,4 relevant,0.788
4,iter2,separability index,4 relevant,0.98
5,iter2,separability index,4 relevant,0.972
6,iter2,separability index,4 relevant,0.98
7,iter2,separability index,4 relevant,0.976
8,iter2,separability index,4 relevant,0.972
9,iter2,separability index,4 relevant,0.976
10,iter2,separability index,4 relevant,0.98
11,iter2,separability index,4 relevant,0.976
12,iter2,separability index,4 relevant,0.964
2,iter3,separability index,4 relevant,0.596
3,iter3,separability index,4 relevant,0.788
4,iter3,separability index,4 relevant,0.98
5,iter3,separability index,4 relevant,0.976
6,iter3,separability index,4 relevant,0.972
7,iter3,separability index,4 relevant,0.972
8,iter3,separability index,4 relevant,0.98
9,iter3,separability index,4 relevant,0.98
10,iter3,separability index,4 relevant,0.972
11,iter3,separability index,4 relevant,0.964
12,iter3,separability index,4 relevant,0.964
2,iter4,separability index,4 relevant,0.608
3,iter4,separability index,4 relevant,0.776
4,iter4,separability index,4 relevant,0.972
5,iter4,separability index,4 relevant,0.984
6,iter4,separability index,4 relevant,0.976
7,iter4,separability index,4 relevant,0.976
8,iter4,separability index,4 relevant,0.972
9,iter4,separability index,4 relevant,0.972
10,iter4,separability index,4 relevant,0.976
11,iter4,separability index,4 relevant,0.976
12,iter4,separability index,4 relevant,0.976
2,iter5,separability index,4 relevant,0.616
3,iter5,separability index,4 relevant,0.788
4,iter5,separability index,4 relevant,1
5,iter5,separability index,4 relevant,0.992
6,iter5,separability index,4 relevant,0.988
7,iter5,separability index,4 relevant,0.992
8,iter5,separability index,4 relevant,0.992
9,iter5,separability index,4 relevant,0.992
10,iter5,separability index,4 relevant,0.996
11,iter5,separability index,4 relevant,0.996
12,iter5,separability index,4 relevant,0.992
2,iter6,separability index,4 relevant,0.552
3,iter6,separability index,4 relevant,0.736
4,iter6,separability index,4 relevant,0.996
5,iter6,separability index,4 relevant,0.996
6,iter6,separability index,4 relevant,0.984
7,iter6,separability index,4 relevant,0.98
8,iter6,separability index,4 relevant,0.976
9,iter6,separability index,4 relevant,0.988
10,iter6,separability index,4 relevant,0.984
11,iter6,separability index,4 relevant,0.992
12,iter6,separability index,4 relevant,0.988
2,iter7,separability index,4 relevant,0.576
3,iter7,separability index,4 relevant,0.764
4,iter7,separability index,4 relevant,0.98
5,iter7,separability index,4 relevant,0.984
6,iter7,separability index,4 relevant,0.98
7,iter7,separability index,4 relevant,0.98
8,iter7,separability index,4 relevant,0.976
9,iter7,separability index,4 relevant,0.976
10,iter7,separability index,4 relevant,0.968
11,iter7,separability index,4 relevant,0.976
12,iter7,separability index,4 relevant,0.976
2,iter8,separability index,4 relevant,0.568
3,iter8,separability index,4 relevant,0.792
4,iter8,separability index,4 relevant,0.976
5,iter8,separability index,4 relevant,0.976
6,iter8,separability index,4 relevant,0.972
7,iter8,separability index,4 relevant,0.98
8,iter8,separability index,4 relevant,0.972
9,iter8,separability index,4 relevant,0.972
10,iter8,separability index,4 relevant,0.972
11,iter8,separability index,4 relevant,0.972
12,iter8,separability index,4 relevant,0.98
2,iter9,separability index,4 relevant,0.632
3,iter9,separability index,4 relevant,0.8
4,iter9,separability index,4 relevant,0.976
5,iter9,separability index,4 relevant,0.972
6,iter9,separability index,4 relevant,0.976
7,iter9,separability index,4 relevant,0.968
8,iter9,separability index,4 relevant,0.972
9,iter9,separability index,4 relevant,0.972
10,iter9,separability index,4 relevant,0.968
11,iter9,separability index,4 relevant,0.972
12,iter9,separability index,4 relevant,0.976
2,iter10,separability index,4 relevant,0.564
3,iter10,separability index,4 relevant,0.812
4,iter10,separability index,4 relevant,0.996
5,iter10,separability index,4 relevant,0.996
6,iter10,separability index,4 relevant,0.992
7,iter10,separability index,4 relevant,0.992
8,iter10,separability index,4 relevant,0.988
9,iter10,separability index,4 relevant,0.992
10,iter10,separability index,4 relevant,0.992
11,iter10,separability index,4 relevant,0.988
12,iter10,separability index,4 relevant,0.992
2,iter11,separability index,4 relevant,0.544
3,iter11,separability index,4 relevant,0.788
4,iter11,separability index,4 relevant,0.976
5,iter11,separability index,4 relevant,0.972
6,iter11,separability index,4 relevant,0.976
7,iter11,separability index,4 relevant,0.96
8,iter11,separability index,4 relevant,0.964
9,iter11,separability index,4 relevant,0.972
10,iter11,separability index,4 relevant,0.964
11,iter11,separability index,4 relevant,0.964
12,iter11,separability index,4 relevant,0.972
2,iter12,separability index,4 relevant,0.548
3,iter12,separability index,4 relevant,0.78
4,iter12,separability index,4 relevant,0.972
5,iter12,separability index,4 relevant,0.98
6,iter12,separability index,4 relevant,0.98
7,iter12,separability index,4 relevant,0.984
8,iter12,separability index,4 relevant,0.992
9,iter12,separability index,4 relevant,0.988
10,iter12,separability index,4 relevant,0.988
11,iter12,separability index,4 relevant,0.988
12,iter12,separability index,4 relevant,0.988
2,iter13,separability index,4 relevant,0.66
3,iter13,separability index,4 relevant,0.812
4,iter13,separability index,4 relevant,0.996
5,iter13,separability index,4 relevant,0.996
6,iter13,separability index,4 relevant,1
7,iter13,separability index,4 relevant,1
8,iter13,separability index,4 relevant,1
9,iter13,separability index,4 relevant,0.996
10,iter13,separability index,4 relevant,1
11,iter13,separability index,4 relevant,0.992
12,iter13,separability index,4 relevant,0.988
2,iter14,separability index,4 relevant,0.568
3,iter14,separability index,4 relevant,0.796
4,iter14,separability index,4 relevant,0.988
5,iter14,separability index,4 relevant,0.98
6,iter14,separability index,4 relevant,0.98
7,iter14,separability index,4 relevant,0.98
8,iter14,separability index,4 relevant,0.976
9,iter14,separability index,4 relevant,0.98
10,iter14,separability index,4 relevant,0.976
11,iter14,separability index,4 relevant,0.98
12,iter14,separability index,4 relevant,0.98
2,iter15,separability index,4 relevant,0.52
3,iter15,separability index,4 relevant,0.788
4,iter15,separability index,4 relevant,0.972
5,iter15,separability index,4 relevant,0.972
6,iter15,separability index,4 relevant,0.964
7,iter15,separability index,4 relevant,0.964
8,iter15,separability index,4 relevant,0.956
9,iter15,separability index,4 relevant,0.968
10,iter15,separability index,4 relevant,0.96
11,iter15,separability index,4 relevant,0.964
12,iter15,separability index,4 relevant,0.96
2,iter16,separability index,4 relevant,0.544
3,iter16,separability index,4 relevant,0.776
4,iter16,separability index,4 relevant,0.988
5,iter16,separability index,4 relevant,0.976
6,iter16,separability index,4 relevant,0.988
7,iter16,separability index,4 relevant,0.98
8,iter16,separability index,4 relevant,0.964
9,iter16,separability index,4 relevant,0.984
10,iter16,separability index,4 relevant,0.98
11,iter16,separability index,4 relevant,0.976
12,iter16,separability index,4 relevant,0.988
2,iter17,separability index,4 relevant,0.552
3,iter17,separability index,4 relevant,0.788
4,iter17,separability index,4 relevant,0.98
5,iter17,separability index,4 relevant,0.976
6,iter17,separability index,4 relevant,0.98
7,iter17,separability index,4 relevant,0.968
8,iter17,separability index,4 relevant,0.972
9,iter17,separability index,4 relevant,0.98
10,iter17,separability index,4 relevant,0.976
11,iter17,separability index,4 relevant,0.972
12,iter17,separability index,4 relevant,0.98
2,iter18,separability index,4 relevant,0.624
3,iter18,separability index,4 relevant,0.776
4,iter18,separability index,4 relevant,0.984
5,iter18,separability index,4 relevant,0.976
6,iter18,separability index,4 relevant,0.976
7,iter18,separability index,4 relevant,0.98
8,iter18,separability index,4 relevant,0.976
9,iter18,separability index,4 relevant,0.98
10,iter18,separability index,4 relevant,0.98
11,iter18,separability index,4 relevant,0.984
12,iter18,separability index,4 relevant,0.98
2,iter19,separability index,4 relevant,0.568
3,iter19,separability index,4 relevant,0.792
4,iter19,separability index,4 relevant,0.988
5,iter19,separability index,4 relevant,0.984
6,iter19,separability index,4 relevant,0.98
7,iter19,separability index,4 relevant,0.984
8,iter19,separability index,4 relevant,0.98
9,iter19,separability index,4 relevant,0.988
10,iter19,separability index,4 relevant,0.988
11,iter19,separability index,4 relevant,0.984
12,iter19,separability index,4 relevant,0.984
2,iter20,separability index,4 relevant,0.564
3,iter20,separability index,4 relevant,0.772
4,iter20,separability index,4 relevant,0.98
5,iter20,separability index,4 relevant,0.98
6,iter20,separability index,4 relevant,0.984
7,iter20,separability index,4 relevant,0.976
8,iter20,separability index,4 relevant,0.98
9,iter20,separability index,4 relevant,0.98
10,iter20,separability index,4 relevant,0.968
11,iter20,separability index,4 relevant,0.972
12,iter20,separability index,4 relevant,0.964
2,iter21,separability index,4 relevant,0.552
3,iter21,separability index,4 relevant,0.768
4,iter21,separability index,4 relevant,0.984
5,iter21,separability index,4 relevant,0.984
6,iter21,separability index,4 relevant,0.992
7,iter21,separability index,4 relevant,0.988
8,iter21,separability index,4 relevant,0.988
9,iter21,separability index,4 relevant,0.988
10,iter21,separability index,4 relevant,0.992
11,iter21,separability index,4 relevant,0.988
12,iter21,separability index,4 relevant,0.984
2,iter22,separability index,4 relevant,0.592
3,iter22,separability index,4 relevant,0.788
4,iter22,separability index,4 relevant,0.98
5,iter22,separability index,4 relevant,0.984
6,iter22,separability index,4 relevant,0.988
7,iter22,separability index,4 relevant,0.984
8,iter22,separability index,4 relevant,0.976
9,iter22,separability index,4 relevant,0.98
10,iter22,separability index,4 relevant,0.984
11,iter22,separability index,4 relevant,0.984
12,iter22,separability index,4 relevant,0.992
2,iter23,separability index,4 relevant,0.588
3,iter23,separability index,4 relevant,0.8
4,iter23,separability index,4 relevant,0.984
5,iter23,separability index,4 relevant,0.988
6,iter23,separability index,4 relevant,0.988
7,iter23,separability index,4 relevant,0.98
8,iter23,separability index,4 relevant,0.988
9,iter23,separability index,4 relevant,0.992
10,iter23,separability index,4 relevant,0.992
11,iter23,separability index,4 relevant,0.992
12,iter23,separability index,4 relevant,1
2,iter24,separability index,4 relevant,0.588
3,iter24,separability index,4 relevant,0.788
4,iter24,separability index,4 relevant,0.964
5,iter24,separability index,4 relevant,0.976
6,iter24,separability index,4 relevant,0.964
7,iter24,separability index,4 relevant,0.96
8,iter24,separability index,4 relevant,0.948
9,iter24,separability index,4 relevant,0.96
10,iter24,separability index,4 relevant,0.948
11,iter24,separability index,4 relevant,0.972
12,iter24,separability index,4 relevant,0.972
2,iter25,separability index,4 relevant,0.576
3,iter25,separability index,4 relevant,0.792
4,iter25,separability index,4 relevant,0.992
5,iter25,separability index,4 relevant,0.984
6,iter25,separability index,4 relevant,0.992
7,iter25,separability index,4 relevant,0.992
8,iter25,separability index,4 relevant,0.992
9,iter25,separability index,4 relevant,0.996
10,iter25,separability index,4 relevant,0.988
11,iter25,separability index,4 relevant,0.988
12,iter25,separability index,4 relevant,0.988
2,iter26,separability index,4 relevant,0.572
3,iter26,separability index,4 relevant,0.764
4,iter26,separability index,4 relevant,0.976
5,iter26,separability index,4 relevant,0.984
6,iter26,separability index,4 relevant,0.98
7,iter26,separability index,4 relevant,0.976
8,iter26,separability index,4 relevant,0.98
9,iter26,separability index,4 relevant,0.988
10,iter26,separability index,4 relevant,0.984
11,iter26,separability index,4 relevant,0.976
12,iter26,separability index,4 relevant,0.984
2,iter27,separability index,4 relevant,0.536
3,iter27,separability index,4 relevant,0.756
4,iter27,separability index,4 relevant,0.984
5,iter27,separability index,4 relevant,0.976
6,iter27,separability index,4 relevant,0.984
7,iter27,separability index,4 relevant,0.976
8,iter27,separability index,4 relevant,0.984
9,iter27,separability index,4 relevant,0.984
10,iter27,separability index,4 relevant,0.98
11,iter27,separability index,4 relevant,0.984
12,iter27,separability index,4 relevant,0.984
2,iter28,separability index,4 relevant,0.608
3,iter28,separability index,4 relevant,0.788
4,iter28,separability index,4 relevant,0.98
5,iter28,separability index,4 relevant,0.984
6,iter28,separability index,4 relevant,0.992
7,iter28,separability index,4 relevant,0.992
8,iter28,separability index,4 relevant,0.992
9,iter28,separability index,4 relevant,0.992
10,iter28,separability index,4 relevant,0.992
11,iter28,separability index,4 relevant,0.992
12,iter28,separability index,4 relevant,0.992
2,iter29,separability index,4 relevant,0.596
3,iter29,separability index,4 relevant,0.804
4,iter29,separability index,4 relevant,0.984
5,iter29,separability index,4 relevant,0.976
6,iter29,separability index,4 relevant,0.976
7,iter29,separability index,4 relevant,0.98
8,iter29,separability index,4 relevant,0.984
9,iter29,separability index,4 relevant,0.98
10,iter29,separability index,4 relevant,0.976
11,iter29,separability index,4 relevant,0.98
12,iter29,separability index,4 relevant,0.984
2,iter30,separability index,4 relevant,0.548
3,iter30,separability index,4 relevant,0.76
4,iter30,separability index,4 relevant,0.992
5,iter30,separability index,4 relevant,1
6,iter30,separability index,4 relevant,1
7,iter30,separability index,4 relevant,1
8,iter30,separability index,4 relevant,1
9,iter30,separability index,4 relevant,1
10,iter30,separability index,4 relevant,0.996
11,iter30,separability index,4 relevant,0.996
12,iter30,separability index,4 relevant,0.992
2,iter1,hypothesis margin,4 relevant,0.198544
3,iter1,hypothesis margin,4 relevant,0.387928
4,iter1,hypothesis margin,4 relevant,0.560984
5,iter1,hypothesis margin,4 relevant,0.492272
6,iter1,hypothesis margin,4 relevant,0.435688
7,iter1,hypothesis margin,4 relevant,0.453208
8,iter1,hypothesis margin,4 relevant,0.430936
9,iter1,hypothesis margin,4 relevant,0.394368
10,iter1,hypothesis margin,4 relevant,0.368272
11,iter1,hypothesis margin,4 relevant,0.344128
12,iter1,hypothesis margin,4 relevant,0.314664
2,iter2,hypothesis margin,4 relevant,0.253992
3,iter2,hypothesis margin,4 relevant,0.391136
4,iter2,hypothesis margin,4 relevant,0.55188
5,iter2,hypothesis margin,4 relevant,0.47936
6,iter2,hypothesis margin,4 relevant,0.426712
7,iter2,hypothesis margin,4 relevant,0.420592
8,iter2,hypothesis margin,4 relevant,0.384848
9,iter2,hypothesis margin,4 relevant,0.367744
10,iter2,hypothesis margin,4 relevant,0.33904
11,iter2,hypothesis margin,4 relevant,0.320456
12,iter2,hypothesis margin,4 relevant,0.30708
2,iter3,hypothesis margin,4 relevant,0.212912
3,iter3,hypothesis margin,4 relevant,0.38816
4,iter3,hypothesis margin,4 relevant,0.550816
5,iter3,hypothesis margin,4 relevant,0.491216
6,iter3,hypothesis margin,4 relevant,0.434088
7,iter3,hypothesis margin,4 relevant,0.434648
8,iter3,hypothesis margin,4 relevant,0.399232
9,iter3,hypothesis margin,4 relevant,0.380048
10,iter3,hypothesis margin,4 relevant,0.348264
11,iter3,hypothesis margin,4 relevant,0.3232
12,iter3,hypothesis margin,4 relevant,0.30596
2,iter4,hypothesis margin,4 relevant,0.256584
3,iter4,hypothesis margin,4 relevant,0.406296
4,iter4,hypothesis margin,4 relevant,0.5502
5,iter4,hypothesis margin,4 relevant,0.486488
6,iter4,hypothesis margin,4 relevant,0.433376
7,iter4,hypothesis margin,4 relevant,0.446064
8,iter4,hypothesis margin,4 relevant,0.414184
9,iter4,hypothesis margin,4 relevant,0.389488
10,iter4,hypothesis margin,4 relevant,0.3678
11,iter4,hypothesis margin,4 relevant,0.3324
12,iter4,hypothesis margin,4 relevant,0.313912
2,iter5,hypothesis margin,4 relevant,0.2094
3,iter5,hypothesis margin,4 relevant,0.39272
4,iter5,hypothesis margin,4 relevant,0.5658
5,iter5,hypothesis margin,4 relevant,0.500864
6,iter5,hypothesis margin,4 relevant,0.453032
7,iter5,hypothesis margin,4 relevant,0.475608
8,iter5,hypothesis margin,4 relevant,0.425208
9,iter5,hypothesis margin,4 relevant,0.407432
10,iter5,hypothesis margin,4 relevant,0.371784
11,iter5,hypothesis margin,4 relevant,0.346696
12,iter5,hypothesis margin,4 relevant,0.322152
2,iter6,hypothesis margin,4 relevant,0.207184
3,iter6,hypothesis margin,4 relevant,0.369984
4,iter6,hypothesis margin,4 relevant,0.540936
5,iter6,hypothesis margin,4 relevant,0.47024
6,iter6,hypothesis margin,4 relevant,0.42928
7,iter6,hypothesis margin,4 relevant,0.416344
8,iter6,hypothesis margin,4 relevant,0.401976
9,iter6,hypothesis margin,4 relevant,0.370904
10,iter6,hypothesis margin,4 relevant,0.353048
11,iter6,hypothesis margin,4 relevant,0.331792
12,iter6,hypothesis margin,4 relevant,0.315144
2,iter7,hypothesis margin,4 relevant,0.137176
3,iter7,hypothesis margin,4 relevant,0.317352
4,iter7,hypothesis margin,4 relevant,0.498504
5,iter7,hypothesis margin,4 relevant,0.426648
6,iter7,hypothesis margin,4 relevant,0.377272
7,iter7,hypothesis margin,4 relevant,0.389616
8,iter7,hypothesis margin,4 relevant,0.35212
9,iter7,hypothesis margin,4 relevant,0.330664
10,iter7,hypothesis margin,4 relevant,0.310232
11,iter7,hypothesis margin,4 relevant,0.299504
12,iter7,hypothesis margin,4 relevant,0.282824
2,iter8,hypothesis margin,4 relevant,0.212096
3,iter8,hypothesis margin,4 relevant,0.388064
4,iter8,hypothesis margin,4 relevant,0.543792
5,iter8,hypothesis margin,4 relevant,0.485144
6,iter8,hypothesis margin,4 relevant,0.43028
7,iter8,hypothesis margin,4 relevant,0.422176
8,iter8,hypothesis margin,4 relevant,0.392128
9,iter8,hypothesis margin,4 relevant,0.36276
10,iter8,hypothesis margin,4 relevant,0.351936
11,iter8,hypothesis margin,4 relevant,0.33124
12,iter8,hypothesis margin,4 relevant,0.318064
2,iter9,hypothesis margin,4 relevant,0.229144
3,iter9,hypothesis margin,4 relevant,0.386784
4,iter9,hypothesis margin,4 relevant,0.53548
5,iter9,hypothesis margin,4 relevant,0.465936
6,iter9,hypothesis margin,4 relevant,0.415984
7,iter9,hypothesis margin,4 relevant,0.412192
8,iter9,hypothesis margin,4 relevant,0.383112
9,iter9,hypothesis margin,4 relevant,0.360032
10,iter9,hypothesis margin,4 relevant,0.339064
11,iter9,hypothesis margin,4 relevant,0.324096
12,iter9,hypothesis margin,4 relevant,0.312296
2,iter10,hypothesis margin,4 relevant,0.20804
3,iter10,hypothesis margin,4 relevant,0.419112
4,iter10,hypothesis margin,4 relevant,0.578496
5,iter10,hypothesis margin,4 relevant,0.50904
6,iter10,hypothesis margin,4 relevant,0.456712
7,iter10,hypothesis margin,4 relevant,0.458776
8,iter10,hypothesis margin,4 relevant,0.422136
9,iter10,hypothesis margin,4 relevant,0.391656
10,iter10,hypothesis margin,4 relevant,0.365472
11,iter10,hypothesis margin,4 relevant,0.339792
12,iter10,hypothesis margin,4 relevant,0.322944
2,iter11,hypothesis margin,4 relevant,0.18904
3,iter11,hypothesis margin,4 relevant,0.357224
4,iter11,hypothesis margin,4 relevant,0.51348
5,iter11,hypothesis margin,4 relevant,0.44388
6,iter11,hypothesis margin,4 relevant,0.385448
7,iter11,hypothesis margin,4 relevant,0.386176
8,iter11,hypothesis margin,4 relevant,0.36188
9,iter11,hypothesis margin,4 relevant,0.347664
10,iter11,hypothesis margin,4 relevant,0.331288
11,iter11,hypothesis margin,4 relevant,0.306624
12,iter11,hypothesis margin,4 relevant,0.297048
2,iter12,hypothesis margin,4 relevant,0.178024
3,iter12,hypothesis margin,4 relevant,0.370048
4,iter12,hypothesis margin,4 relevant,0.54
5,iter12,hypothesis margin,4 relevant,0.4782
6,iter12,hypothesis margin,4 relevant,0.419096
7,iter12,hypothesis margin,4 relevant,0.423136
8,iter12,hypothesis margin,4 relevant,0.394648
9,iter12,hypothesis margin,4 relevant,0.370552
10,iter12,hypothesis margin,4 relevant,0.346152
11,iter12,hypothesis margin,4 relevant,0.324248
12,iter12,hypothesis margin,4 relevant,0.30292
2,iter13,hypothesis margin,4 relevant,0.259872
3,iter13,hypothesis margin,4 relevant,0.400096
4,iter13,hypothesis margin,4 relevant,0.571488
5,iter13,hypothesis margin,4 relevant,0.507936
6,iter13,hypothesis margin,4 relevant,0.456632
7,iter13,hypothesis margin,4 relevant,0.4566
8,iter13,hypothesis margin,4 relevant,0.424992
9,iter13,hypothesis margin,4 relevant,0.394736
10,iter13,hypothesis margin,4 relevant,0.373616
11,iter13,hypothesis margin,4 relevant,0.346192
12,iter13,hypothesis margin,4 relevant,0.3302
2,iter14,hypothesis margin,4 relevant,0.208192
3,iter14,hypothesis margin,4 relevant,0.395552
4,iter14,hypothesis margin,4 relevant,0.53504
5,iter14,hypothesis margin,4 relevant,0.477016
6,iter14,hypothesis margin,4 relevant,0.425376
7,iter14,hypothesis margin,4 relevant,0.430424
8,iter14,hypothesis margin,4 relevant,0.386688
9,iter14,hypothesis margin,4 relevant,0.372448
10,iter14,hypothesis margin,4 relevant,0.34476
11,iter14,hypothesis margin,4 relevant,0.327
12,iter14,hypothesis margin,4 relevant,0.31356
2,iter15,hypothesis margin,4 relevant,0.175936
3,iter15,hypothesis margin,4 relevant,0.356792
4,iter15,hypothesis margin,4 relevant,0.514128
5,iter15,hypothesis margin,4 relevant,0.447408
6,iter15,hypothesis margin,4 relevant,0.397784
7,iter15,hypothesis margin,4 relevant,0.402496
8,iter15,hypothesis margin,4 relevant,0.372864
9,iter15,hypothesis margin,4 relevant,0.347304
10,iter15,hypothesis margin,4 relevant,0.324832
11,iter15,hypothesis margin,4 relevant,0.305072
12,iter15,hypothesis margin,4 relevant,0.277744
2,iter16,hypothesis margin,4 relevant,0.213168
3,iter16,hypothesis margin,4 relevant,0.39524
